"county","positive","negative","recovered","total_deaths","number_tested","current_infections","date","population"
"Craighead",1445,17557,1229,12,19002,204,2020-08-13,105701
"Crawford",682,9219,547,5,9901,130,2020-08-13,62472
"Crittenden",1442,9030,1258,24,10472,160,2020-08-13,49013
"Cross",217,2243,172,4,2460,41,2020-08-13,16998
"Dallas",67,896,57,1,963,9,2020-08-13,7432
"Desha",206,1892,154,2,2098,50,2020-08-13,11887
"Drew",234,3225,172,3,3459,59,2020-08-13,18502
"Faulkner",1361,18001,1213,6,19362,142,2020-08-13,122416
"Franklin",136,3105,108,2,3241,26,2020-08-13,17780
"Fulton",44,1392,29,0,1436,15,2020-08-13,12139
"Garland",1134,14573,873,17,15707,244,2020-08-13,98298
"Grant",144,2300,129,0,2444,15,2020-08-13,18086
"Greene",523,7290,353,3,7813,167,2020-08-13,44623
"Hempstead",255,3005,221,2,3260,32,2020-08-13,22018
"Hot Spring",1569,5685,1455,12,7254,102,2020-08-13,33520
"Howard",362,2593,303,4,2955,55,2020-08-13,13389
"Independence",584,4953,388,2,5537,194,2020-08-13,37264
"Izard",62,1458,45,1,1520,16,2020-08-13,13559
"Jackson",119,3119,59,1,3238,59,2020-08-13,17225
"Jefferson",1644,14510,1338,41,16154,265,2020-08-13,70424
"Johnson",679,2946,637,2,3625,40,2020-08-13,26291
"Lafayette",58,577,51,2,635,5,2020-08-13,6915
"Lawrence",223,2359,193,9,2582,21,2020-08-13,16669
"Lee",901,2936,877,8,3837,16,2020-08-13,9398
"Lincoln",1224,2832,1172,12,4056,40,2020-08-13,13695
"Little River",193,1244,164,2,1437,27,2020-08-13,12417
"Logan",321,3947,168,1,4268,152,2020-08-13,21757
"Lonoke",546,8355,448,2,8901,96,2020-08-13,72206
"Madison",275,2610,258,2,2885,15,2020-08-13,16078
"Marion",31,1332,26,0,1363,5,2020-08-13,16438
"Miller",527,4174,480,5,4701,42,2020-08-13,43759
"Mississippi",1089,7283,784,14,8372,291,2020-08-13,42831
"Monroe",65,1372,54,0,1437,11,2020-08-13,7249
"Montgomery",38,932,29,1,970,8,2020-08-13,8993
"Nevada",147,1635,124,9,1782,14,2020-08-13,8440
"Newton",107,870,88,10,977,9,2020-08-13,7848
"Ouachita",110,3228,83,2,3338,25,2020-08-13,24106
"Perry",55,1492,50,0,1547,5,2020-08-13,10322
"Phillips",334,3911,285,9,4245,40,2020-08-13,19034
"Pike",126,2953,84,1,3079,41,2020-08-13,10808
"Poinsett",319,2776,209,4,3095,106,2020-08-13,24054
"Polk",157,2366,134,1,2523,22,2020-08-13,20163
"Pope",1380,10307,1226,11,11687,143,2020-08-13,63644
"Prairie",104,1139,74,0,1243,30,2020-08-13,8244
"Pulaski",5880,66357,4987,88,72237,805,2020-08-13,393463
"Randolph",245,2905,198,4,3150,43,2020-08-13,17603
"Saline",1158,17095,924,8,18253,226,2020-08-13,118009
"Scott",70,1114,45,0,1184,25,2020-08-13,10442
"Searcy",32,1142,28,0,1174,4,2020-08-13,7923
"Sebastian",2344,23063,1862,21,25407,461,2020-08-13,127461
"Sevier",1017,4588,958,11,5605,48,2020-08-13,17193
"Sharp",120,1752,103,5,1872,12,2020-08-13,17043
"St. Francis",1231,7278,1133,3,8509,95,2020-08-13,26294
"Stone",76,1777,57,1,1853,18,2020-08-13,12446
"Union",532,4556,456,19,5088,57,2020-08-13,39732
"Van Buren",53,1579,48,2,1632,3,2020-08-13,16684
"Washington",6373,25134,6039,53,31507,281,2020-08-13,228529
"White",342,6526,287,3,6868,52,2020-08-13,78804
"Woodruff",22,1074,18,0,1096,4,2020-08-13,6660
"Yell",1084,3819,1021,17,4903,46,2020-08-13,21757
"Arkansas",233,2926,195,1,3159,37,2020-08-12,18124
"Ashley",335,2962,264,5,3297,66,2020-08-12,20537
"Baxter",76,3432,62,0,3508,14,2020-08-12,41219
"Benton",4825,56550,4547,43,61375,235,2020-08-12,258980
"Boone",217,4285,165,2,4502,50,2020-08-12,37288
"Bradley",207,2303,143,4,2510,60,2020-08-12,10948
"Calhoun",17,558,13,0,575,4,2020-08-12,5202
"Carroll",379,4367,332,7,4746,40,2020-08-12,27887
"Chicot",738,3033,509,9,3771,220,2020-08-12,10826
"Clark",182,2943,158,1,3125,23,2020-08-12,22385
"Clay",140,2449,109,4,2589,27,2020-08-12,15061
"Cleburne",206,3415,178,5,3621,23,2020-08-12,25230
"Cleveland",112,1367,76,2,1479,34,2020-08-12,8226
"Columbia",223,2680,179,12,2903,32,2020-08-12,23892
"Conway",156,3185,135,3,3341,18,2020-08-12,20906
"Craighead",1419,17463,1204,12,18882,203,2020-08-12,105701
"Crawford",668,9110,535,5,9778,128,2020-08-12,62472
"Crittenden",1402,8963,1231,24,10365,147,2020-08-12,49013
"Cross",212,2236,166,4,2448,42,2020-08-12,16998
"Dallas",65,887,55,1,952,9,2020-08-12,7432
"Desha",203,1875,147,2,2078,54,2020-08-12,11887
"Drew",221,3180,165,3,3401,53,2020-08-12,18502
"Faulkner",1340,17850,1201,6,19190,133,2020-08-12,122416
"Franklin",133,3093,102,2,3226,29,2020-08-12,17780
"Fulton",44,1371,29,0,1415,15,2020-08-12,12139
"Garland",1115,14406,854,17,15521,244,2020-08-12,98298
"Grant",142,2278,128,0,2420,14,2020-08-12,18086
"Greene",505,7217,337,2,7722,166,2020-08-12,44623
"Hempstead",253,2984,219,2,3237,32,2020-08-12,22018
"Hot Spring",1564,5663,1448,12,7227,104,2020-08-12,33520
"Howard",360,2586,299,4,2946,57,2020-08-12,13389
"Independence",568,4888,362,2,5456,204,2020-08-12,37264
"Izard",58,1447,44,1,1505,13,2020-08-12,13559
"Jackson",117,3103,56,1,3220,60,2020-08-12,17225
"Jefferson",1617,14088,1308,40,15705,269,2020-08-12,70424
"Johnson",676,2935,630,2,3611,44,2020-08-12,26291
"Lafayette",58,576,51,2,634,5,2020-08-12,6915
"Lawrence",221,2345,188,9,2566,24,2020-08-12,16669
"Lee",898,2917,875,8,3815,15,2020-08-12,9398
"Lincoln",1224,2822,1164,12,4046,48,2020-08-12,13695
"Little River",189,1239,161,1,1428,27,2020-08-12,12417
"Logan",323,3921,155,1,4244,167,2020-08-12,21757
"Lonoke",539,8246,439,2,8785,98,2020-08-12,72206
"Madison",271,2596,258,2,2867,11,2020-08-12,16078
"Marion",30,1319,22,0,1349,8,2020-08-12,16438
"Miller",519,4150,469,5,4669,45,2020-08-12,43759
"Mississippi",1068,7242,766,14,8310,288,2020-08-12,42831
"Monroe",64,1357,54,0,1421,10,2020-08-12,7249
"Montgomery",38,921,29,1,959,8,2020-08-12,8993
"Nevada",146,1630,123,9,1776,14,2020-08-12,8440
"Newton",106,862,88,10,968,8,2020-08-12,7848
"Ouachita",107,3214,82,2,3321,23,2020-08-12,24106
"Perry",55,1478,50,0,1533,5,2020-08-12,10322
"Phillips",332,3888,275,9,4220,48,2020-08-12,19034
"Pike",118,2933,81,1,3051,36,2020-08-12,10808
"Poinsett",308,2746,199,3,3054,106,2020-08-12,24054
"Polk",154,2338,132,1,2492,21,2020-08-12,20163
"Pope",1363,10268,1207,10,11631,146,2020-08-12,63644
"Prairie",102,1128,72,0,1230,30,2020-08-12,8244
"Pulaski",5787,65851,4901,87,71638,799,2020-08-12,393463
"Randolph",239,2870,193,4,3109,42,2020-08-12,17603
"Saline",1133,16927,902,7,18060,224,2020-08-12,118009
"Scott",68,1096,38,0,1164,30,2020-08-12,10442
"Searcy",32,1130,28,0,1162,4,2020-08-12,7923
"Sebastian",2297,22815,1801,21,25112,475,2020-08-12,127461
"Sevier",1009,4579,949,10,5588,50,2020-08-12,17193
"Sharp",117,1735,100,5,1852,12,2020-08-12,17043
"St. Francis",1228,7239,1118,3,8467,107,2020-08-12,26294
"Stone",74,1765,54,1,1839,19,2020-08-12,12446
"Union",523,4526,425,19,5049,79,2020-08-12,39732
"Van Buren",53,1572,48,2,1625,3,2020-08-12,16684
"Washington",6352,25030,5995,53,31382,304,2020-08-12,228529
"White",341,6491,279,2,6832,60,2020-08-12,78804
"Woodruff",22,1068,18,0,1090,4,2020-08-12,6660
"Yell",1077,3797,1013,17,4874,47,2020-08-12,21757
"Arkansas",227,2911,191,1,3138,35,2020-08-11,18124
"Ashley",330,2931,249,5,3261,76,2020-08-11,20537
"Baxter",73,3415,60,0,3488,13,2020-08-11,41219
"Benton",4805,56094,4505,43,60899,257,2020-08-11,258980
"Boone",214,4261,158,2,4475,54,2020-08-11,37288
"Bradley",207,2294,128,4,2501,75,2020-08-11,10948
"Calhoun",17,557,13,0,574,4,2020-08-11,5202
"Carroll",379,4333,331,7,4712,41,2020-08-11,27887
"Chicot",736,3023,424,9,3759,303,2020-08-11,10826
"Clark",177,2925,157,1,3102,19,2020-08-11,22385
"Clay",138,2419,107,4,2557,27,2020-08-11,15061
"Cleburne",202,3392,177,5,3594,20,2020-08-11,25230
"Cleveland",103,1348,71,2,1451,30,2020-08-11,8226
"Columbia",220,2669,176,12,2889,32,2020-08-11,23892
"Conway",153,3094,131,3,3247,19,2020-08-11,20906
"Craighead",1389,17355,1168,12,18744,209,2020-08-11,105701
"Crawford",648,8993,528,4,9641,116,2020-08-11,62472
"Crittenden",1381,8549,1216,23,9930,142,2020-08-11,49013
"Cross",208,2222,161,4,2430,43,2020-08-11,16998
"Dallas",64,875,54,1,939,9,2020-08-11,7432
"Desha",201,1846,141,2,2047,58,2020-08-11,11887
"Drew",217,3150,157,3,3367,57,2020-08-11,18502
"Faulkner",1330,17717,1184,6,19047,140,2020-08-11,122416
"Franklin",128,3070,100,2,3198,26,2020-08-11,17780
"Fulton",44,1346,29,0,1390,15,2020-08-11,12139
"Garland",1071,14140,830,17,15211,224,2020-08-11,98298
"Grant",140,2260,127,0,2400,13,2020-08-11,18086
"Greene",492,7143,320,2,7635,170,2020-08-11,44623
"Hempstead",249,2960,216,2,3209,31,2020-08-11,22018
"Hot Spring",1557,5632,1432,12,7189,113,2020-08-11,33520
"Howard",355,2575,292,4,2930,59,2020-08-11,13389
"Independence",550,4835,340,1,5385,209,2020-08-11,37264
"Izard",53,1429,44,1,1482,8,2020-08-11,13559
"Jackson",117,3096,56,1,3213,60,2020-08-11,17225
"Jefferson",1584,13617,1280,40,15201,264,2020-08-11,70424
"Johnson",672,2924,623,2,3596,47,2020-08-11,26291
"Lafayette",56,569,51,2,625,3,2020-08-11,6915
"Lawrence",217,2336,183,9,2553,25,2020-08-11,16669
"Lee",896,2908,875,8,3804,13,2020-08-11,9398
"Lincoln",1224,2813,1159,12,4037,53,2020-08-11,13695
"Little River",185,1234,157,1,1419,27,2020-08-11,12417
"Logan",277,3807,143,1,4084,133,2020-08-11,21757
"Lonoke",531,8194,426,2,8725,103,2020-08-11,72206
"Madison",270,2577,257,2,2847,11,2020-08-11,16078
"Marion",29,1312,22,0,1341,7,2020-08-11,16438
"Miller",518,4123,458,5,4641,55,2020-08-11,43759
"Mississippi",1044,6976,736,14,8020,294,2020-08-11,42831
"Monroe",64,1340,53,0,1404,11,2020-08-11,7249
"Montgomery",38,915,29,1,953,8,2020-08-11,8993
"Nevada",143,1617,122,9,1760,12,2020-08-11,8440
"Newton",106,856,86,10,962,10,2020-08-11,7848
"Ouachita",105,3188,81,2,3293,22,2020-08-11,24106
"Perry",55,1458,49,0,1513,6,2020-08-11,10322
"Phillips",329,3872,271,9,4201,49,2020-08-11,19034
"Pike",111,2918,78,1,3029,32,2020-08-11,10808
"Poinsett",292,2723,189,3,3015,100,2020-08-11,24054
"Polk",150,2322,132,1,2472,17,2020-08-11,20163
"Pope",1333,10188,1190,10,11521,133,2020-08-11,63644
"Prairie",100,1116,64,0,1216,36,2020-08-11,8244
"Pulaski",5706,65214,4827,86,70920,793,2020-08-11,393463
"Randolph",222,2863,186,4,3085,32,2020-08-11,17603
"Saline",1113,16790,888,7,17903,218,2020-08-11,118009
"Scott",66,1076,36,0,1142,30,2020-08-11,10442
"Searcy",33,1128,28,0,1161,5,2020-08-11,7923
"Sebastian",2250,22435,1740,20,24685,490,2020-08-11,127461
"Sevier",996,4571,939,10,5567,47,2020-08-11,17193
"Sharp",114,1718,98,5,1832,11,2020-08-11,17043
"St. Francis",1226,7218,1112,3,8444,111,2020-08-11,26294
"Stone",69,1753,52,1,1822,16,2020-08-11,12446
"Union",508,4497,410,18,5005,80,2020-08-11,39732
"Van Buren",53,1565,47,2,1618,4,2020-08-11,16684
"Washington",6321,24865,5957,52,31186,312,2020-08-11,228529
"White",328,6363,269,2,6691,57,2020-08-11,78804
"Woodruff",22,1068,17,0,1090,5,2020-08-11,6660
"Yell",1069,3780,1001,17,4849,51,2020-08-11,21757
"Arkansas",221,2902,184,1,3123,36,2020-08-10,18124
"Ashley",330,2922,234,5,3252,91,2020-08-10,20537
"Baxter",71,3401,58,0,3472,13,2020-08-10,41219
"Benton",4794,55633,4461,43,60427,290,2020-08-10,258980
"Boone",212,4214,149,2,4426,61,2020-08-10,37288
"Bradley",204,2267,122,4,2471,78,2020-08-10,10948
"Calhoun",17,551,13,0,568,4,2020-08-10,5202
"Carroll",359,4216,331,7,4575,21,2020-08-10,27887
"Chicot",739,3014,345,8,3753,386,2020-08-10,10826
"Clark",177,2919,151,1,3096,25,2020-08-10,22385
"Clay",136,2414,106,4,2550,26,2020-08-10,15061
"Cleburne",202,3384,176,5,3586,21,2020-08-10,25230
"Cleveland",102,1345,64,2,1447,36,2020-08-10,8226
"Columbia",217,2663,170,12,2880,35,2020-08-10,23892
"Conway",153,3089,129,3,3242,21,2020-08-10,20906
"Craighead",1374,17294,1131,12,18668,231,2020-08-10,105701
"Crawford",635,8927,516,4,9562,115,2020-08-10,62472
"Crittenden",1369,8395,1192,23,9764,154,2020-08-10,49013
"Cross",204,2216,158,4,2420,42,2020-08-10,16998
"Dallas",64,873,54,0,937,10,2020-08-10,7432
"Desha",197,1837,137,2,2034,58,2020-08-10,11887
"Drew",209,3135,153,3,3344,53,2020-08-10,18502
"Faulkner",1319,17636,1168,6,18955,145,2020-08-10,122416
"Franklin",127,3051,93,2,3178,32,2020-08-10,17780
"Fulton",44,1342,28,0,1386,16,2020-08-10,12139
"Garland",1058,14115,802,16,15173,240,2020-08-10,98298
"Grant",137,2249,124,0,2386,13,2020-08-10,18086
"Greene",485,7129,299,2,7614,184,2020-08-10,44623
"Hempstead",247,2945,208,2,3192,37,2020-08-10,22018
"Hot Spring",1554,5622,1423,11,7176,120,2020-08-10,33520
"Howard",342,2511,285,4,2853,53,2020-08-10,13389
"Independence",537,4808,322,1,5345,214,2020-08-10,37264
"Izard",53,1425,42,1,1478,10,2020-08-10,13559
"Jackson",117,3084,55,1,3201,61,2020-08-10,17225
"Jefferson",1574,13557,1261,40,15131,273,2020-08-10,70424
"Johnson",670,2921,618,2,3591,50,2020-08-10,26291
"Lafayette",54,566,50,2,620,2,2020-08-10,6915
"Lawrence",214,2321,175,9,2535,30,2020-08-10,16669
"Lee",896,2898,873,8,3794,15,2020-08-10,9398
"Lincoln",1223,2809,1154,12,4032,57,2020-08-10,13695
"Little River",181,1234,114,1,1415,66,2020-08-10,12417
"Logan",273,3787,139,1,4060,133,2020-08-10,21757
"Lonoke",524,8128,410,2,8652,112,2020-08-10,72206
"Madison",270,2566,254,2,2836,14,2020-08-10,16078
"Marion",29,1309,21,0,1338,8,2020-08-10,16438
"Miller",518,4116,449,5,4634,64,2020-08-10,43759
"Mississippi",1033,6902,712,14,7935,307,2020-08-10,42831
"Monroe",62,1329,50,0,1391,12,2020-08-10,7249
"Montgomery",38,912,27,1,950,10,2020-08-10,8993
"Nevada",143,1615,120,9,1758,14,2020-08-10,8440
"Newton",106,849,87,6,955,13,2020-08-10,7848
"Ouachita",102,3165,80,2,3267,20,2020-08-10,24106
"Perry",54,1454,47,0,1508,7,2020-08-10,10322
"Phillips",325,3849,263,9,4174,53,2020-08-10,19034
"Pike",108,2903,76,1,3011,31,2020-08-10,10808
"Poinsett",286,2717,176,3,3003,107,2020-08-10,24054
"Polk",148,2313,131,1,2461,16,2020-08-10,20163
"Pope",1319,10155,1165,10,11474,144,2020-08-10,63644
"Prairie",96,1112,60,0,1208,36,2020-08-10,8244
"Pulaski",5639,64661,4749,85,70300,805,2020-08-10,393463
"Randolph",219,2847,169,4,3066,46,2020-08-10,17603
"Saline",1095,16661,870,6,17756,219,2020-08-10,118009
"Scott",61,1072,36,0,1133,25,2020-08-10,10442
"Searcy",32,1123,27,0,1155,5,2020-08-10,7923
"Sebastian",2229,22244,1685,20,24473,524,2020-08-10,127461
"Sevier",992,4569,931,10,5561,51,2020-08-10,17193
"Sharp",112,1713,92,5,1825,15,2020-08-10,17043
"St. Francis",1223,7205,1104,3,8428,116,2020-08-10,26294
"Stone",69,1750,51,1,1819,17,2020-08-10,12446
"Union",504,4480,396,18,4984,90,2020-08-10,39732
"Van Buren",53,1557,46,2,1610,5,2020-08-10,16684
"Washington",6310,24670,5917,51,30980,342,2020-08-10,228529
"White",326,6337,260,2,6663,64,2020-08-10,78804
"Woodruff",22,1066,17,0,1088,5,2020-08-10,6660
"Yell",1067,3775,993,17,4842,57,2020-08-10,21757
"Arkansas",217,2884,182,1,3101,34,2020-08-09,18124
"Ashley",326,2834,230,5,3160,91,2020-08-09,20537
"Baxter",71,3363,57,0,3434,14,2020-08-09,41219
"Benton",4774,55298,4422,43,60072,309,2020-08-09,258980
"Boone",211,4197,143,1,4408,67,2020-08-09,37288
"Bradley",190,2209,119,3,2399,68,2020-08-09,10948
"Calhoun",16,546,13,0,562,3,2020-08-09,5202
"Carroll",354,4195,326,7,4549,21,2020-08-09,27887
"Chicot",733,2996,338,8,3729,387,2020-08-09,10826
"Clark",177,2900,150,1,3077,26,2020-08-09,22385
"Clay",136,2406,104,4,2542,28,2020-08-09,15061
"Cleburne",200,3350,174,5,3550,21,2020-08-09,25230
"Cleveland",97,1316,60,2,1413,35,2020-08-09,8226
"Columbia",215,2648,169,11,2863,35,2020-08-09,23892
"Conway",152,3067,129,3,3219,20,2020-08-09,20906
"Craighead",1344,17142,1084,12,18486,248,2020-08-09,105701
"Crawford",627,8810,504,4,9437,119,2020-08-09,62472
"Crittenden",1356,8340,1177,23,9696,156,2020-08-09,49013
"Cross",195,2174,158,4,2369,33,2020-08-09,16998
"Dallas",63,852,51,0,915,12,2020-08-09,7432
"Desha",194,1814,136,2,2008,56,2020-08-09,11887
"Drew",203,3104,149,3,3307,51,2020-08-09,18502
"Faulkner",1304,17530,1145,6,18834,153,2020-08-09,122416
"Franklin",126,3017,92,2,3143,32,2020-08-09,17780
"Fulton",42,1331,27,0,1373,15,2020-08-09,12139
"Garland",1008,13922,785,14,14930,209,2020-08-09,98298
"Grant",136,2228,124,0,2364,12,2020-08-09,18086
"Greene",476,7084,284,1,7560,191,2020-08-09,44623
"Hempstead",239,2906,200,2,3145,37,2020-08-09,22018
"Hot Spring",1546,5537,1416,11,7083,119,2020-08-09,33520
"Howard",340,2499,272,4,2839,64,2020-08-09,13389
"Independence",517,4765,298,1,5282,218,2020-08-09,37264
"Izard",53,1418,40,1,1471,12,2020-08-09,13559
"Jackson",112,3063,55,1,3175,56,2020-08-09,17225
"Jefferson",1534,13332,1235,40,14866,259,2020-08-09,70424
"Johnson",668,2899,612,2,3567,54,2020-08-09,26291
"Lafayette",54,562,49,2,616,3,2020-08-09,6915
"Lawrence",212,2317,171,9,2529,32,2020-08-09,16669
"Lee",894,2886,870,8,3780,16,2020-08-09,9398
"Lincoln",1219,2778,1147,12,3997,60,2020-08-09,13695
"Little River",181,1226,110,1,1407,70,2020-08-09,12417
"Logan",261,3737,132,1,3998,128,2020-08-09,21757
"Lonoke",512,8025,401,2,8537,109,2020-08-09,72206
"Madison",270,2558,251,2,2828,17,2020-08-09,16078
"Marion",28,1283,21,0,1311,7,2020-08-09,16438
"Miller",512,4087,443,5,4599,64,2020-08-09,43759
"Mississippi",1014,6859,680,14,7873,320,2020-08-09,42831
"Monroe",60,1317,49,0,1377,11,2020-08-09,7249
"Montgomery",35,903,25,1,938,9,2020-08-09,8993
"Nevada",142,1596,120,9,1738,13,2020-08-09,8440
"Newton",103,843,85,6,946,12,2020-08-09,7848
"Ouachita",100,3123,74,2,3223,24,2020-08-09,24106
"Perry",54,1444,47,0,1498,7,2020-08-09,10322
"Phillips",318,3803,259,8,4121,51,2020-08-09,19034
"Pike",101,2878,74,1,2979,26,2020-08-09,10808
"Poinsett",272,2690,162,3,2962,107,2020-08-09,24054
"Polk",142,2283,128,1,2425,13,2020-08-09,20163
"Pope",1313,10067,1145,10,11380,158,2020-08-09,63644
"Prairie",91,1088,58,0,1179,33,2020-08-09,8244
"Pulaski",5582,63966,4682,85,69548,815,2020-08-09,393463
"Randolph",213,2829,169,3,3042,41,2020-08-09,17603
"Saline",1046,16315,850,6,17361,190,2020-08-09,118009
"Scott",61,1068,36,0,1129,25,2020-08-09,10442
"Searcy",30,1115,27,0,1145,3,2020-08-09,7923
"Sebastian",2176,21920,1640,20,24096,516,2020-08-09,127461
"Sevier",989,4553,926,10,5542,53,2020-08-09,17193
"Sharp",113,1697,91,5,1810,17,2020-08-09,17043
"St. Francis",1209,7154,1100,3,8363,106,2020-08-09,26294
"Stone",69,1743,51,1,1812,17,2020-08-09,12446
"Union",499,4439,389,17,4938,93,2020-08-09,39732
"Van Buren",53,1551,46,2,1604,5,2020-08-09,16684
"Washington",6298,24456,5867,52,30754,379,2020-08-09,228529
"White",322,6185,256,2,6507,64,2020-08-09,78804
"Woodruff",21,1054,17,0,1075,4,2020-08-09,6660
"Yell",1066,3759,986,14,4825,66,2020-08-09,21757
"Arkansas",212,2857,181,1,3069,30,2020-08-08,18124
"Ashley",322,2813,225,5,3135,92,2020-08-08,20537
"Baxter",71,3323,56,0,3394,15,2020-08-08,41219
"Benton",4755,54873,4395,43,59628,317,2020-08-08,258980
"Boone",208,4160,136,1,4368,71,2020-08-08,37288
"Bradley",186,2193,116,3,2379,67,2020-08-08,10948
"Calhoun",16,541,12,0,557,4,2020-08-08,5202
"Carroll",353,4171,323,7,4524,23,2020-08-08,27887
"Chicot",729,2979,327,8,3708,394,2020-08-08,10826
"Clark",177,2874,147,1,3051,29,2020-08-08,22385
"Clay",130,2353,103,4,2483,23,2020-08-08,15061
"Cleburne",194,3323,172,5,3517,17,2020-08-08,25230
"Cleveland",97,1308,59,2,1405,36,2020-08-08,8226
"Columbia",214,2621,169,9,2835,36,2020-08-08,23892
"Conway",150,3047,128,3,3197,19,2020-08-08,20906
"Craighead",1336,16987,1071,12,18323,253,2020-08-08,105701
"Crawford",620,8642,497,4,9262,119,2020-08-08,62472
"Crittenden",1351,8302,1174,21,9653,156,2020-08-08,49013
"Cross",195,2154,157,4,2349,34,2020-08-08,16998
"Dallas",61,844,50,0,905,11,2020-08-08,7432
"Desha",192,1783,135,2,1975,55,2020-08-08,11887
"Drew",198,3073,146,3,3271,49,2020-08-08,18502
"Faulkner",1290,17367,1136,6,18657,148,2020-08-08,122416
"Franklin",126,2994,91,2,3120,33,2020-08-08,17780
"Fulton",40,1304,27,0,1344,13,2020-08-08,12139
"Garland",992,13803,768,12,14795,212,2020-08-08,98298
"Grant",135,2213,122,0,2348,13,2020-08-08,18086
"Greene",473,6973,277,1,7446,195,2020-08-08,44623
"Hempstead",239,2868,194,2,3107,43,2020-08-08,22018
"Hot Spring",1530,5495,1414,11,7025,105,2020-08-08,33520
"Howard",336,2478,259,3,2814,74,2020-08-08,13389
"Independence",492,4648,280,1,5140,211,2020-08-08,37264
"Izard",52,1404,39,1,1456,12,2020-08-08,13559
"Jackson",109,2957,54,1,3066,54,2020-08-08,17225
"Jefferson",1519,13132,1217,40,14651,262,2020-08-08,70424
"Johnson",663,2882,607,2,3545,54,2020-08-08,26291
"Lafayette",53,557,48,2,610,3,2020-08-08,6915
"Lawrence",209,2273,170,9,2482,30,2020-08-08,16669
"Lee",893,2874,870,8,3767,15,2020-08-08,9398
"Lincoln",1212,2657,1147,12,3869,53,2020-08-08,13695
"Little River",180,1221,107,1,1401,72,2020-08-08,12417
"Logan",252,3686,126,1,3938,125,2020-08-08,21757
"Lonoke",508,7955,386,2,8463,120,2020-08-08,72206
"Madison",270,2543,250,2,2813,18,2020-08-08,16078
"Marion",25,1275,19,0,1300,6,2020-08-08,16438
"Miller",508,4072,439,5,4580,64,2020-08-08,43759
"Mississippi",982,6741,668,14,7723,300,2020-08-08,42831
"Monroe",58,1291,47,0,1349,11,2020-08-08,7249
"Montgomery",34,896,23,1,930,10,2020-08-08,8993
"Nevada",137,1586,119,9,1723,9,2020-08-08,8440
"Newton",102,833,85,6,935,11,2020-08-08,7848
"Ouachita",98,3080,70,2,3178,26,2020-08-08,24106
"Perry",50,1432,47,0,1482,3,2020-08-08,10322
"Phillips",311,3771,257,7,4082,47,2020-08-08,19034
"Pike",101,2864,74,1,2965,26,2020-08-08,10808
"Poinsett",269,2598,156,3,2867,110,2020-08-08,24054
"Polk",140,2258,127,1,2398,12,2020-08-08,20163
"Pope",1306,10027,1127,10,11333,169,2020-08-08,63644
"Prairie",90,1076,58,0,1166,32,2020-08-08,8244
"Pulaski",5480,63547,4631,85,69027,764,2020-08-08,393463
"Randolph",209,2784,168,3,2993,38,2020-08-08,17603
"Saline",1017,15812,838,6,16829,173,2020-08-08,118009
"Scott",58,1032,35,0,1090,23,2020-08-08,10442
"Searcy",29,1105,26,0,1134,3,2020-08-08,7923
"Sebastian",2133,21630,1592,20,23763,521,2020-08-08,127461
"Sevier",988,4545,923,10,5533,55,2020-08-08,17193
"Sharp",111,1658,91,5,1769,15,2020-08-08,17043
"St. Francis",1193,6938,1091,3,8131,99,2020-08-08,26294
"Stone",67,1726,49,1,1793,17,2020-08-08,12446
"Union",478,4333,381,17,4811,80,2020-08-08,39732
"Van Buren",53,1541,46,2,1594,5,2020-08-08,16684
"Washington",6268,24202,5838,51,30470,379,2020-08-08,228529
"White",318,6136,256,2,6454,60,2020-08-08,78804
"Woodruff",21,1048,17,0,1069,4,2020-08-08,6660
