county,date,population,cases_population,tested_population,new_cases_today_10k_pop,active_cases_10k_pop,current_infections,positive,new_cases_today,negative,recovered,recovered_since_yesterday,total_deaths,new_deaths_today,number_tested,new_tests_dashboard,pct_positive_cumulative,pct_positive_new_to_dashboard,closed,pct_deaths_vs_recoveries,pct_recoveries_vs_deaths
Johnson,2020-07-16,26291,1.7306302536989844,8.310828800730288,4.183941272678863,41.83941272678864,110,455,11,1730,345,11,0,0,2185,20,20.823798627002287,55.00000000000001,345,0,100
Lafayette,2020-07-16,6915,0.4627621113521331,6.449746926970354,0,11.569052783803325,8,32,0,414,22,1,2,0,446,6,7.174887892376682,0,24,8.333333333333332,91.66666666666666
Lawrence,2020-07-16,16669,0.7378966944627752,11.6983622292879,1.1998320235167077,13.198152258683784,22,123,2,1827,92,1,9,0,1950,12,6.3076923076923075,16.666666666666664,101,8.91089108910891,91.0891089108911
Lee,2020-07-16,9398,9.087039795701212,34.83719940412854,3.1921685464992553,105.34156203447542,99,854,3,2420,750,5,5,0,3274,14,26.084300549786192,21.428571428571427,755,0.6622516556291391,99.33774834437085
Lincoln,2020-07-16,13695,8.068638189120117,23.315078495801387,38.70025556772545,56.22489959839358,77,1105,53,2088,1017,1,11,0,3193,133,34.60695270905105,39.849624060150376,1028,1.0700389105058365,98.92996108949417
Little River,2020-07-16,12417,0.4429411290972054,7.9729403237496985,0.8053475074494645,8.858822581944109,11,55,1,935,43,2,1,1,990,6,5.555555555555555,16.666666666666664,44,2.272727272727273,97.72727272727273
Logan,2020-07-16,21757,0.4458335248425794,11.591671645907065,2.757733143356161,16.086776669577606,35,97,6,2425,62,8,0,0,2522,46,3.8461538461538463,13.043478260869565,62,0,100
Lonoke,2020-07-16,72206,0.3240727917347589,8.18214552807246,2.215882336647924,7.617095532227239,55,234,16,5674,177,11,2,0,5908,130,3.9607312119160456,12.307692307692308,179,1.1173184357541899,98.88268156424581
Madison,2020-07-16,16078,1.4056474685906208,14.10623211842269,1.8659037193680805,11.81739022266451,19,226,3,2042,206,1,1,0,2268,10,9.964726631393297,30,207,0.4830917874396135,99.51690821256038
Marion,2020-07-16,16438,0.08516851198442633,6.564058887942573,0,1.8250395425234214,3,14,0,1065,11,0,0,0,1079,9,1.2974976830398517,0,11,0,100
Miller,2020-07-16,43759,0.6947142302154985,7.059119266893668,2.513768596174501,35.192760346443016,154,304,11,2785,148,4,2,0,3089,51,9.841372612495954,21.568627450980394,150,1.3333333333333335,98.66666666666667
Mississippi,2020-07-16,42831,0.8755340757862295,11.454320468819313,4.202563563773902,25.915808643272396,111,375,18,4531,260,16,4,1,4906,76,7.643701589889932,23.684210526315788,264,1.5151515151515151,98.48484848484848
Monroe,2020-07-16,7249,0.400055180024831,12.829355773210096,4.138501862325838,13.795006207752794,10,29,3,901,19,0,0,0,930,22,3.118279569892473,13.636363636363635,19,0,100
Montgomery,2020-07-16,8993,0.13343711775825642,8.03958634493495,4.447903925275214,5.559879906594017,5,12,4,711,7,1,0,0,723,11,1.6597510373443984,36.36363636363637,7,0,100
Nevada,2020-07-16,8440,1.3507109004739337,16.765402843601894,2.3696682464454977,28.43601895734597,24,114,2,1301,87,0,3,0,1415,15,8.056537102473499,13.333333333333334,90,3.3333333333333335,96.66666666666667
Newton,2020-07-16,7848,0.1656472986748216,7.594291539245668,0,6.371049949031601,5,13,0,583,8,1,0,0,596,6,2.1812080536912752,0,8,0,100
Ouachita,2020-07-16,24106,0.15763710279598442,9.022649962664897,0.4148344810420642,4.563179291462706,11,38,1,2137,27,0,0,0,2175,22,1.747126436781609,4.545454545454546,27,0,100
Perry,2020-07-16,10322,0.35845766324355743,10.869986436737067,0.96880449525285794,5.812826971517147,6,37,1,1085,31,0,0,0,1122,23,3.297682709447415,4.3478260869565215,31,0,100
Phillips,2020-07-16,19034,1.0139749921193655,16.002942103604077,0.5253756435851634,19.438898812651047,37,193,1,2853,150,6,6,1,3046,18,6.336178594878529,5.555555555555555,156,3.8461538461538463,96.15384615384616
Pike,2020-07-16,10808,0.24981495188749073,19.56883789785344,3.700962250185048,11.102886750555143,12,27,4,2088,15,4,0,0,2115,33,1.276595744680851,12.121212121212121,15,0,100
Poinsett,2020-07-16,24054,0.34089964247110666,8.289681549846179,1.2471938139186831,7.898894154818326,19,82,3,1912,60,2,3,0,1994,28,4.112337011033099,10.714285714285714,63,4.761904761904762,95.23809523809523
Polk,2020-07-16,20163,0.4860387839111243,9.076030352626098,1.9838317710658135,7.935327084263254,16,98,4,1732,82,2,0,0,1830,22,5.355191256830602,18.181818181818183,82,0,100
Pope,2020-07-16,63644,1.2082835773992835,11.823581170259569,6.284960090503425,26.239708377851798,167,769,40,6756,598,17,4,0,7525,95,10.219269102990033,42.10526315789473,602,0.6644518272425249,99.33554817275747
Prairie,2020-07-16,8244,0.4730713245997089,9.18243571081999,0,16.98204754973314,14,39,0,718,25,3,0,0,757,16,5.151915455746367,0,25,0,100
Pulaski,2020-07-16,393463,0.8704757499434508,12.312466483506707,3.227749496140679,23.05172277952438,907,3425,127,45020,2451,107,67,0,48445,1142,7.069873051914542,11.120840630472854,2518,2.660841938046068,97.33915806195394
Randolph,2020-07-16,17603,0.4942339373970346,12.980741918991082,2.272339942055331,17.61063455092882,31,87,4,2198,54,3,2,0,2285,37,3.807439824945295,10.81081081081081,56,3.571428571428571,96.42857142857143
Saline,2020-07-16,118009,0.45759221754272983,9.772983416519079,1.6100466913540492,11.778762636748045,139,540,19,10993,398,18,3,0,11533,218,4.682216249024538,8.715596330275229,401,0.7481296758104738,99.25187032418953
Scott,2020-07-16,10442,0.1723807699674392,6.598352805975867,0,4.788354721317755,5,18,0,671,13,-1,0,0,689,10,2.6124818577648767,0,13,0,100
Searcy,2020-07-16,7923,0.2271866717152594,11.662249148049982,1.2621481761958855,5.048592704783542,4,18,1,906,14,2,0,0,924,7,1.948051948051948,14.285714285714285,14,0,100
Sebastian,2020-07-16,127461,0.8041675492895867,12.036622967025208,3.4520363091455426,27.773201214489138,354,1025,44,14317,663,41,8,0,15342,288,6.6810063876939125,15.277777777777779,671,1.1922503725782414,98.80774962742176
Sevier,2020-07-16,17193,4.821729773745129,26.81905426627116,4.07142441691386,30.24486709707439,52,829,7,3782,768,17,9,0,4611,20,17.978746475818692,35,777,1.1583011583011582,98.84169884169884
Sharp,2020-07-16,17043,0.44006336912515404,7.915273132664437,1.7602534765006161,9.974769700170159,17,75,3,1274,53,0,5,0,1349,22,5.559673832468495,13.636363636363635,58,8.620689655172415,91.37931034482759
St. Francis,2020-07-16,26294,3.5407317258690196,21.225374610177226,1.9015745036890546,15.973225830988058,42,931,5,4650,886,7,3,0,5581,30,16.681598279878155,16.666666666666664,889,0.3374578177727784,99.66254218222723
Stone,2020-07-16,12446,0.19283303872730195,11.136107986501688,0.8034709946970915,4.017354973485457,5,24,1,1362,18,2,1,0,1386,12,1.7316017316017316,8.333333333333332,19,5.263157894736842,94.73684210526315
Union,2020-07-16,39732,0.7223396758280479,9.292258129467431,0.7550588945937783,8.557334138729487,34,287,3,3405,239,1,14,0,3692,51,7.773564463705308,5.88235294117647,253,5.533596837944664,94.46640316205533
Van Buren,2020-07-16,16684,0.22176935986573965,7.588108367298011,0,0.5993766482857827,1,37,0,1229,34,0,2,0,1266,15,2.9225908372827805,0,36,5.555555555555555,94.44444444444444
Washington,2020-07-16,228529,2.1266447584332844,9.674045744741369,3.5881660533236484,29.843039614228392,682,4860,82,17248,4141,80,37,0,22108,280,21.982992581870818,29.28571428571429,4178,0.8855911919578746,99.11440880804211
White,2020-07-16,78804,0.20938023450586263,6.225572305974316,1.0151768945738795,6.344855591086747,50,165,8,4741,113,7,2,0,4906,137,3.3632286995515694,5.839416058394161,115,1.7391304347826086,98.26086956521739
Woodruff,2020-07-16,6660,0.24024024024024024,12.747747747747749,3.003003003003003,10.51051051051051,7,16,2,833,9,1,0,0,849,36,1.884570082449941,5.555555555555555,9,0,100
Yell,2020-07-16,21757,4.141195936939836,16.7394401801719,12.869421335662086,89.62632715907525,195,901,28,2741,696,13,10,2,3642,95,24.739154310818233,29.47368421052631,706,1.41643059490085,98.58356940509914
Arkansas,2020-07-15,18124,0.4027808430809976,9.981240344294857,3.8622820569410727,20.414919443831383,37,73,7,1736,36,4,0,0,1809,14,4.035378662244334,50,36,0,100
Ashley,2020-07-15,20537,0.5550956809660613,9.319764327798607,1.4607781078054245,14.120855042119103,29,114,3,1800,82,5,3,0,1914,18,5.956112852664576,16.666666666666664,85,3.5294117647058822,96.47058823529412
Baxter,2020-07-15,41219,0.08248623207744002,6.506708071520416,0.7278196948009412,1.4556393896018824,6,34,3,2648,28,4,0,0,2682,10,1.267710663683818,30,28,0,100
Benton,2020-07-15,258980,1.3892964707699436,17.042628774422734,1.8148119545910883,18.032280484979534,467,3598,47,40539,3108,53,23,0,44137,576,8.151890703944536,8.159722222222223,3131,0.7345895879910571,99.26541041200895
Boone,2020-07-15,37288,0.17700064363870416,8.04280197382536,0.8045483801759279,8.581849388543231,32,66,3,2933,33,0,1,0,2999,67,2.2007335778592862,4.477611940298507,34,2.941176470588235,97.05882352941177
Bradley,2020-07-15,10948,0.7763975155279503,12.760321519912313,2.740226525392766,26.48885641213007,29,85,3,1312,54,0,2,0,1397,12,6.084466714387974,25,56,3.571428571428571,96.42857142857143
Calhoun,2020-07-15,5202,0.07689350249903884,7.8623606305267195,0,3.8446751249519417,2,4,0,405,2,0,0,0,409,2,0.9779951100244498,0,2,0,100
Carroll,2020-07-15,27887,0.8570301574210206,12.453831534406714,1.0757700720765948,16.136551081148923,45,239,3,3234,188,6,6,0,3473,36,6.881658508494097,8.333333333333332,194,3.0927835051546393,96.90721649484536
Chicot,2020-07-15,10826,2.115278034361722,17.14391280251247,4.618510992056161,61.88804729355256,67,229,5,1627,159,2,3,0,1856,28,12.338362068965516,17.857142857142858,162,1.8518518518518516,98.14814814814815
Clark,2020-07-15,22385,0.35738217556399376,9.568907750725932,1.7869108778199687,6.700915791824882,15,80,4,2062,65,1,0,0,2142,12,3.734827264239029,33.33333333333333,65,0,100
Clay,2020-07-15,15061,0.5577318903127283,12.349777571210412,0,10.6234645773853,16,84,0,1776,65,0,3,0,1860,14,4.516129032258064,0,68,4.411764705882353,95.58823529411765
Cleburne,2020-07-15,25230,0.5469678953626634,10.158541418945699,0.3963535473642489,10.70154577883472,27,138,1,2425,107,3,4,0,2563,19,5.3843152555598905,5.263157894736842,111,3.6036036036036037,96.3963963963964
Cleveland,2020-07-15,8226,0.47410649161196206,10.892292730367128,1.2156576707999027,10.940919037199125,9,39,1,857,30,1,0,0,896,7,4.352678571428571,14.285714285714285,30,0,100
Columbia,2020-07-15,23892,0.4771471622300351,7.512975054411518,0.8371002846140967,9.626653273062113,23,114,2,1681,86,2,5,0,1795,25,6.350974930362117,8,91,5.4945054945054945,94.5054945054945
Conway,2020-07-15,20906,0.49268152683440164,9.85841385248254,2.3916578972543765,13.871615804075384,29,103,5,1958,71,5,3,0,2061,34,4.9975739932071805,14.705882352941178,74,4.054054054054054,95.94594594594594
Craighead,2020-07-15,105701,0.5922365918960085,12.339523750957891,1.5137037492549739,10.879745697770124,115,626,16,12417,504,17,7,0,13043,141,4.799509315341562,11.347517730496454,511,1.36986301369863,98.63013698630137
Crawford,2020-07-15,62472,0.47381226789601744,9.306569343065693,0.8003585606351645,13.125880394416699,82,296,5,5518,211,13,3,0,5814,110,5.091159270725834,4.545454545454546,214,1.4018691588785046,98.5981308411215
Crittenden,2020-07-15,49013,1.8219656009630099,15.134760165670333,2.8563850407034868,21.62691530818354,106,893,14,6525,773,9,14,0,7418,38,12.038285252089512,36.84210526315789,787,1.7789072426937738,98.22109275730622
Cross,2020-07-15,16998,0.6059536416048947,10.042357924461703,0.5883045064125191,9.412872102600305,16,103,1,1604,86,1,1,0,1707,10,6.033977738722906,10,87,1.1494252873563218,98.85057471264368
Dallas,2020-07-15,7432,0.1883745963401507,8.221205597416576,1.3455328310010763,4.036598493003229,3,14,1,597,11,1,0,0,611,3,2.2913256955810146,33.33333333333333,11,0,100
Desha,2020-07-15,11887,0.7234794313115167,11.155043324640364,0.8412551526878103,23.555144275258684,28,86,1,1240,57,2,1,0,1326,26,6.485671191553545,3.8461538461538463,58,1.7241379310344827,98.27586206896551
Drew,2020-07-15,18502,0.5296724678413144,11.425791806291212,1.0809642200843153,14.052534861096097,26,98,2,2016,70,0,2,0,2114,49,4.635761589403973,4.081632653061225,72,2.7777777777777777,97.22222222222221
Faulkner,2020-07-15,122416,0.6780159456280225,10.68651156711541,1.6337733629590905,18.46163900143772,226,830,20,12252,600,30,4,0,13082,179,6.344595627579881,11.1731843575419,604,0.6622516556291391,99.33774834437085
Franklin,2020-07-15,17780,0.19122609673790777,9.690663667041619,0,3.937007874015748,7,34,0,1689,26,2,1,0,1723,36,1.9733023795705165,0,27,3.7037037037037033,96.29629629629629
Fulton,2020-07-15,12139,0.14828239558447978,8.806326715544937,0,1.6475821731608864,2,18,0,1051,16,0,0,0,1069,6,1.683816651075772,0,16,0,100
Garland,2020-07-15,98298,0.3723371787828847,9.524100185151275,1.9328979226433904,7.019471403283892,69,366,19,8996,292,19,5,2,9362,122,3.9094210638752402,15.573770491803279,297,1.6835016835016834,98.31649831649831
Grant,2020-07-15,18086,0.35386486785358845,8.619927015371005,1.1058277120424638,7.740793984297246,14,64,2,1495,50,4,0,0,1559,13,4.105195638229634,15.384615384615385,50,0,100
Greene,2020-07-15,44623,0.3495955000784349,10.528202944669788,0.44819935907491654,5.1542926293615405,23,156,2,4542,133,3,0,0,4698,73,3.3205619412515963,2.73972602739726,133,0,100
Hempstead,2020-07-15,22018,0.43600690344263787,9.374148424016713,0,15.441911163593424,34,96,0,1968,61,1,1,0,2064,12,4.651162790697675,0,62,1.6129032258064515,98.38709677419355
Hot Spring,2020-07-15,33520,3.8782816229116945,16.103818615751788,1.7899761336515514,235.97852028639616,791,1300,6,4098,508,65,1,0,5398,32,24.082993701370878,18.75,509,0.19646365422396855,99.80353634577604
Howard,2020-07-15,13389,1.1726043767271641,14.11606542684293,2.2406453058480844,28.38150720740907,38,157,3,1733,118,3,1,0,1890,5,8.306878306878307,60,119,0.8403361344537815,99.15966386554622
Independence,2020-07-15,37264,0.22273507943323315,9.290468012022327,1.07342206955775,5.635465865178189,21,83,4,3379,62,1,0,0,3462,34,2.3974581166955518,11.76470588235294,62,0,100
Izard,2020-07-15,13559,0.19175455417066153,8.297072055461317,0,2.212552548123018,3,26,0,1099,22,0,1,0,1125,3,2.311111111111111,0,23,4.3478260869565215,95.65217391304348
Jackson,2020-07-15,17225,0.24963715529753264,8.592162554426706,0.5805515239477503,6.966618287373005,12,43,1,1437,31,3,0,0,1480,22,2.9054054054054057,4.545454545454546,31,0,100
Jefferson,2020-07-15,70424,1.302112916051346,13.719754629103715,2.4139497898443714,25.417471316596615,179,917,17,8745,709,11,29,0,9662,100,9.490788656592839,17,738,3.9295392953929538,96.07046070460704
Johnson,2020-07-15,26291,1.688790840972196,8.234757141227037,6.466091057776425,41.83941272678864,110,444,17,1721,334,23,0,0,2165,19,20.5080831408776,89.47368421052632,334,0,100
Lafayette,2020-07-15,6915,0.4627621113521331,6.36297903109183,0,13.015184381778742,9,32,0,408,21,2,2,0,440,2,7.2727272727272725,0,23,8.695652173913043,91.30434782608695
Lawrence,2020-07-15,16669,0.7258983742276081,11.626372307876897,-1.1998320235167077,12.598236246925431,21,121,-2,1817,91,0,9,0,1938,5,6.243550051599587,-40,100,9,91
Lee,2020-07-15,9398,9.05511811023622,34.68823153862524,1.0640561821664185,107.46967439880825,101,851,1,2409,745,3,5,0,3260,8,26.104294478527606,12.5,750,0.6666666666666667,99.33333333333333
Lincoln,2020-07-15,13695,7.681635633442863,22.343921139101862,0,18.254837531945967,25,1052,0,2008,1016,0,11,0,3060,15,34.37908496732026,0,1027,1.071080817916261,98.92891918208375
Little River,2020-07-15,12417,0.4348876540227108,7.92461947330273,3.221390029797858,10.469517596843037,13,54,4,930,41,0,0,0,984,6,5.487804878048781,66.66666666666666,41,0,100
Logan,2020-07-15,21757,0.4182561934090178,11.380245438249759,0.9192443811187204,17.006021050696326,37,91,2,2385,54,1,0,0,2476,35,3.6752827140549273,5.714285714285714,54,0,100
Lonoke,2020-07-15,72206,0.3019139683682796,8.002105088219816,0.6924632302024762,6.924632302024762,50,218,5,5560,166,7,2,1,5778,52,3.7729318103149883,9.615384615384617,168,1.1904761904761905,98.80952380952381
Madison,2020-07-15,16078,1.38698843139694,14.044035327777088,-0.6219679064560268,10.573454409752456,17,223,-1,2035,205,6,1,0,2258,8,9.87599645704163,-12.5,206,0.48543689320388345,99.51456310679612
Marion,2020-07-15,16438,0.08516851198442633,6.509307701666869,0,1.8250395425234214,3,14,0,1056,11,0,0,0,1070,5,1.3084112149532712,0,11,0,100
Miller,2020-07-15,43759,0.6695765442537536,6.942571813798304,0.4570488356680912,33.5930894216047,147,293,2,2745,144,5,2,0,3038,27,9.644502962475313,7.4074074074074066,146,1.36986301369863,98.63013698630137
Mississippi,2020-07-15,42831,0.8335084401484906,11.276878896126636,1.8678060283439566,25.682332889729402,110,357,8,4473,244,14,3,0,4830,53,7.391304347826087,15.09433962264151,247,1.214574898785425,98.78542510121457
Monroe,2020-07-15,7249,0.3586701614015726,12.525865636639535,-1.3795006207752794,9.656504345426955,7,26,-1,882,19,3,0,0,908,7,2.8634361233480177,-14.285714285714285,19,0,100
Montgomery,2020-07-15,8993,0.08895807850550429,7.917268986989881,1.1119759813188035,2.223951962637607,2,8,1,704,6,0,0,0,712,9,1.1235955056179776,11.11111111111111,6,0,100
Nevada,2020-07-15,8440,1.3270142180094786,16.587677725118482,0,26.066350710900473,22,112,0,1288,87,1,3,0,1400,2,8,0,90,3.3333333333333335,96.66666666666667
Newton,2020-07-15,7848,0.1656472986748216,7.517838939857288,1.2742099898063202,7.6452599388379205,6,13,1,577,7,0,0,0,590,11,2.2033898305084745,9.090909090909092,7,0,100
Ouachita,2020-07-15,24106,0.15348875798556377,8.931386376835643,0,4.1483448104206415,10,37,0,2116,27,0,0,0,2153,11,1.7185322805387833,0,27,0,100
Perry,2020-07-15,10322,0.34876961829102887,10.647161402828909,1.9376089905057159,4.84402247626429,5,36,2,1063,31,1,0,0,1099,117,3.2757051865332123,1.7094017094017095,31,0,100
Phillips,2020-07-15,19034,1.0087212356835138,15.908374487758747,0.5253756435851634,22.591152674162025,43,192,1,2836,144,2,5,0,3028,7,6.340819022457067,14.285714285714285,149,3.3557046979865772,96.64429530201343
Pike,2020-07-15,10808,0.21280532938564029,19.263508512213175,2.775721687638786,11.102886750555143,12,23,3,2059,11,1,0,0,2082,18,1.1047070124879923,16.666666666666664,11,0,100
Poinsett,2020-07-15,24054,0.32842770433191987,8.173276793880435,0.41573127130622767,7.483162883512097,18,79,1,1887,58,3,3,0,1966,9,4.018311291963377,11.11111111111111,61,4.918032786885246,95.08196721311475
Polk,2020-07-15,20163,0.4662004662004662,8.966919605217477,1.9838317710658135,6.943411198730348,14,94,4,1714,80,2,0,0,1808,20,5.199115044247788,20,80,0,100
Pope,2020-07-15,63644,1.1454339764942492,11.674313368110113,1.5712400226258563,22.625856325812332,144,729,10,6701,581,21,4,0,7430,76,9.81157469717362,13.157894736842104,585,0.6837606837606838,99.31623931623932
