county,date,population,cases_population,tested_population,new_cases_today_10k_pop,active_cases_10k_pop,current_infections,positive,new_cases_today,negative,recovered,recovered_since_yesterday,total_deaths,new_deaths_today,number_tested,new_tests_dashboard,pct_positive_cumulative,pct_positive_new_to_dashboard,closed,pct_deaths_vs_recoveries,pct_recoveries_vs_deaths
Marion,2020-07-18,16438,0.09125197712617106,6.679644725635722,0.6083465141744737,1.8250395425234214,3,15,1,1083,12,0,0,0,1098,11,1.366120218579235,9.090909090909092,12,0,100
Miller,2020-07-18,43759,0.7518453346740099,7.305925638154437,1.142622089170228,30.165223154094015,132,329,5,2868,195,43,2,0,3197,33,10.29089771660932,15.151515151515152,197,1.015228426395939,98.98477157360406
Mississippi,2020-07-18,42831,0.9362377717074082,11.830216432023533,4.669515070859891,27.08318741098737,116,401,20,4666,280,10,5,1,5067,112,7.91395302940596,17.857142857142858,285,1.7543859649122806,98.24561403508771
Monroe,2020-07-18,7249,0.400055180024831,13.436336046351222,0,9.656504345426955,7,29,0,945,22,0,0,0,974,9,2.97741273100616,0,22,0,100
Montgomery,2020-07-18,8993,0.13343711775825642,8.195262982319582,0,5.559879906594017,5,12,0,725,7,0,0,0,737,4,1.6282225237449117,0,7,0,100
Nevada,2020-07-18,8440,1.3744075829383886,17.31042654028436,0,29.62085308056872,25,116,0,1345,85,-1,6,0,1461,13,7.939767282683094,0,91,6.593406593406594,93.4065934065934
Newton,2020-07-18,7848,0.1783893985728848,7.772680937818552,1.2742099898063202,7.6452599388379205,6,14,1,596,8,0,0,0,610,6,2.2950819672131146,16.666666666666664,8,0,100
Ouachita,2020-07-18,24106,0.18252717165850826,9.283995685721397,1.2445034431261925,5.392848253546835,13,44,3,2194,30,0,1,0,2238,22,1.966041108132261,13.636363636363635,31,3.225806451612903,96.7741935483871
Perry,2020-07-18,10322,0.3778337531486146,11.170315830265451,0.96880449525285794,6.781631466770006,7,39,1,1114,32,1,0,0,1153,18,3.3824804856895057,5.555555555555555,32,0,100
Phillips,2020-07-18,19034,1.077020069349585,16.81727435116108,6.3045077230219615,24.69265524850268,47,205,12,2996,152,2,6,0,3201,138,6.40424867228991,8.695652173913043,158,3.79746835443038,96.20253164556962
Pike,2020-07-18,10808,0.27757216876387864,20.207253886010363,2.775721687638786,12.028127313101406,13,30,3,2154,17,2,0,0,2184,27,1.3736263736263736,11.11111111111111,17,0,100
Poinsett,2020-07-18,24054,0.3741581441756049,8.493389872786231,2.9101188991435936,9.977550511349465,24,90,7,1953,63,0,3,0,2043,28,4.405286343612335,25,66,4.545454545454546,95.45454545454545
Polk,2020-07-18,20163,0.5009175221941179,9.224817735456034,1.4878738282993602,7.935327084263254,16,101,3,1759,85,1,0,0,1860,10,5.43010752688172,30,85,0,100
Pope,2020-07-18,63644,1.2837030984853246,12.156684055056251,2.51398403620137,29.539312425366102,188,817,16,6920,625,7,4,0,7737,72,10.559648442548792,22.22222222222222,629,0.6359300476947536,99.36406995230524
Prairie,2020-07-18,8244,0.5337214944201845,9.546336729742844,4.85201358563804,20.62105773896167,17,44,4,743,27,1,0,0,787,13,5.5908513341804325,30.76923076923077,27,0,100
Pulaski,2020-07-18,393463,0.9093612359993188,12.727753308443235,2.058643379428307,23.331291633520813,918,3578,81,46501,2591,79,69,0,50079,748,7.144711356057429,10.828877005347595,2660,2.593984962406015,97.40601503759399
Randolph,2020-07-18,17603,0.5339998863830029,13.310231210589105,1.1361699710276656,15.906379594387321,28,94,2,2249,64,3,2,0,2343,17,4.011950490823731,11.76470588235294,66,3.0303030303030303,96.96969696969697
Saline,2020-07-18,118009,0.4897931513698108,10.066181392944607,1.1016108940843494,12.032980535382894,142,578,13,11301,433,19,3,0,11879,111,4.865729438504925,11.711711711711711,436,0.6880733944954129,99.31192660550458
Scott,2020-07-18,10442,0.1819574794100747,7.000574602566558,0.957670944263551,4.788354721317755,5,19,1,712,14,0,0,0,731,15,2.5991792065663475,6.666666666666667,14,0,100
Searcy,2020-07-18,7923,0.2271866717152594,11.750599520383693,0,3.786444528587656,3,18,0,913,15,1,0,0,931,5,1.933404940923738,0,15,0,100
Sebastian,2020-07-18,127461,0.8645781846996335,12.57247314864939,4.236590015769529,29.656130110386705,378,1102,54,14923,715,31,9,0,16025,376,6.876755070202808,14.361702127659576,724,1.2430939226519337,98.75690607734806
Sevier,2020-07-18,17193,4.92060722387018,27.307625196300823,2.3265282382364916,35.47955563310649,61,846,4,3849,776,4,9,0,4695,27,18.01916932907348,14.814814814814813,785,1.1464968152866242,98.85350318471338
Sharp,2020-07-18,17043,0.4635334154784955,8.108901015079505,1.1735023176670774,12.321774335504314,21,79,2,1303,53,0,5,0,1382,17,5.716353111432706,11.76470588235294,58,8.620689655172415,91.37931034482759
St. Francis,2020-07-18,26294,3.5825663649501784,21.548642275804365,1.5212596029512437,17.87480033467711,47,942,4,4724,892,2,3,0,5666,40,16.62548535121779,10,895,0.33519553072625696,99.66480446927373
Stone,2020-07-18,12446,0.21693716856821468,11.377149284910814,2.4104129840912742,5.62429696287964,7,27,3,1389,19,0,1,0,1416,17,1.9067796610169492,17.647058823529413,20,5,95
Union,2020-07-18,39732,0.7676432095036746,9.531360112755461,3.2719218765730393,11.829256015302528,47,305,13,3482,244,2,14,0,3787,41,8.053868497491418,31.70731707317073,258,5.426356589147287,94.57364341085271
Van Buren,2020-07-18,16684,0.22776312634859744,7.833852793095181,0.5993766482857827,1.1987532965715655,2,38,1,1269,34,0,2,0,1307,16,2.9074215761285385,6.25,36,5.555555555555555,94.44444444444444
Washington,2020-07-18,228529,2.213723422410285,10.09543646539389,6.388685899820154,30.586927698454026,699,5059,146,18012,4323,84,37,0,23071,552,21.92796151012093,26.44927536231884,4360,0.8486238532110092,99.15137614678899
White,2020-07-18,78804,0.21318714786051468,6.360083244505354,0.12689711182173494,5.583472920156337,44,168,1,4844,122,6,2,0,5012,29,3.35195530726257,3.4482758620689653,124,1.6129032258064515,98.38709677419355
Woodruff,2020-07-18,6660,0.2552552552552552,13.138138138138139,1.5015015015015014,9.00900900900901,6,17,1,858,11,1,0,0,875,3,1.9428571428571426,33.33333333333333,11,0,100
Yell,2020-07-18,21757,4.177965712184585,17.079560601185825,1.8384887622374408,84.57048306292228,184,909,4,2807,713,8,12,1,3716,33,24.46178686759957,12.121212121212121,725,1.6551724137931034,98.34482758620689
Arkansas,2020-07-17,18124,0.5903774001324211,10.869565217391305,4.965791216067093,33.65702935334363,61,107,9,1863,46,5,0,0,1970,73,5.431472081218274,12.32876712328767,46,0,100
Ashley,2020-07-17,20537,0.5794419827628183,9.689828115109316,0.9738520718702829,13.63392900618396,28,119,2,1871,88,2,3,0,1990,24,5.979899497487437,8.333333333333332,91,3.296703296703297,96.7032967032967
Baxter,2020-07-17,41219,0.08491229772677648,6.691089060869987,0.2426065649336471,1.4556393896018824,6,35,1,2723,29,0,0,0,2758,47,1.2690355329949239,2.127659574468085,29,0,100
Benton,2020-07-17,258980,1.4282956212834967,17.430689628542744,1.46729477179705,17.761989342806395,460,3699,38,41443,3215,50,24,1,45142,535,8.194142926764432,7.102803738317758,3239,0.7409694350108058,99.25903056498919
Boone,2020-07-17,37288,0.19040978330830294,8.179575198455268,0.268182793391976,7.777301008367303,29,71,1,2979,41,2,1,0,3050,8,2.3278688524590163,12.5,42,2.380952380952381,97.61904761904762
Bradley,2020-07-17,10948,0.8037997807818781,13.271830471318962,0.9134088417975886,23.7486298867373,26,88,1,1365,60,3,2,0,1453,41,6.056434962147281,2.4390243902439024,62,3.225806451612903,96.7741935483871
Calhoun,2020-07-17,5202,0.09611687812379854,8.227604767397155,0,3.8446751249519417,2,5,0,423,3,0,0,0,428,9,1.1682242990654206,0,3,0,100
Carroll,2020-07-17,27887,0.907232760784595,12.654641947861013,0.7171800480510633,16.495141105174454,46,253,2,3276,201,5,6,0,3529,28,7.1691697364692555,7.142857142857142,207,2.898550724637681,97.10144927536231
Chicot,2020-07-17,10826,2.2907814520598557,17.790504341400332,2.7711065952336966,75.74358026972104,82,248,3,1678,163,3,3,0,1926,13,12.876427829698859,23.076923076923077,166,1.8072289156626504,98.19277108433735
Clark,2020-07-17,22385,0.3931203931203931,10.154121063211972,2.233638597274961,8.487826669644852,19,88,5,2185,69,2,0,0,2273,81,3.8715354157501105,6.172839506172839,69,0,100
Clay,2020-07-17,15061,0.5776508863953257,12.66848150853197,0.6639665360865813,9.959498041298719,15,87,1,1821,69,2,3,0,1908,10,4.559748427672956,10,72,4.166666666666666,95.83333333333334
Cleburne,2020-07-17,25230,0.5905667855727309,10.840269520412207,0.3963535473642489,10.70154577883472,27,149,1,2586,117,4,5,1,2735,82,5.447897623400365,1.2195121951219512,122,4.098360655737705,95.90163934426229
Cleveland,2020-07-17,8226,0.49841964502796016,11.305616338439094,1.2156576707999027,9.725261366399222,8,41,1,889,33,1,0,0,930,8,4.408602150537634,12.5,33,0,100
Columbia,2020-07-17,23892,0.51900217646074,8.023606228026118,2.092750711535242,13.393604553825547,32,124,5,1793,87,0,5,0,1917,92,6.4684402712571725,5.434782608695652,92,5.434782608695652,94.56521739130434
Conway,2020-07-17,20906,0.5118147900124367,10.633311011192959,1.4349947383526263,11.001626327370133,23,107,3,2116,81,7,3,0,2223,96,4.81331533963113,3.125,84,3.571428571428571,96.42857142857143
Craighead,2020-07-17,105701,0.6452162231199327,12.69524413203281,3.0274074985099477,13.907153196280072,147,682,32,12737,528,11,7,0,13419,139,5.08234592741635,23.021582733812952,535,1.3084112149532712,98.69158878504672
Crawford,2020-07-17,62472,0.5234344986553976,9.711550774747087,2.7212191061595594,15.36688436419516,96,327,17,5740,228,7,3,0,6067,148,5.389813746497445,11.486486486486488,231,1.2987012987012987,98.7012987012987
Crittenden,2020-07-17,49013,1.8688919266317099,15.357150143839391,2.040275029073919,21.42288780527615,105,916,10,6611,797,9,14,0,7527,42,12.169523050352065,23.809523809523807,811,1.726263871763255,98.27373612823675
Cross,2020-07-17,16998,0.647134957053771,10.354159312860336,1.7649135192375573,12.94269914107542,22,110,3,1650,87,1,1,0,1760,20,6.25,15,88,1.1363636363636365,98.86363636363636
Dallas,2020-07-17,7432,0.2691065662002153,8.799784714747041,0,12.109795479009687,9,20,0,634,11,0,0,0,654,18,3.058103975535168,0,11,0,100
Desha,2020-07-17,11887,0.7571296374190292,11.71027172541432,0.8412551526878103,21.031378817195257,25,90,1,1302,64,5,1,0,1392,18,6.4655172413793105,5.555555555555555,65,1.5384615384615385,98.46153846153847
Drew,2020-07-17,18502,0.5512917522430008,11.836558209923252,0,14.052534861096097,26,102,0,2088,74,2,2,0,2190,12,4.657534246575342,0,76,2.631578947368421,97.36842105263158
Faulkner,2020-07-17,122416,0.7098745262057248,11.023068879884983,0.9802640177754542,18.05319566069795,221,869,12,12625,644,25,4,0,13494,184,6.439899214465688,6.521739130434782,648,0.6172839506172839,99.38271604938271
Franklin,2020-07-17,17780,0.19685039370078738,10.016872890888639,0,2.249718785151856,4,35,0,1746,30,1,1,0,1781,40,1.9651880965749577,0,31,3.225806451612903,96.7741935483871
Fulton,2020-07-17,12139,0.15652030645028422,8.929895378532004,0.8237910865804432,2.4713732597413296,3,19,1,1065,16,0,0,0,1084,5,1.7527675276752765,20,16,0,100
Garland,2020-07-17,98298,0.4303241164621864,10.037844106695966,2.9502126187714905,11.088730187796294,109,423,29,9444,309,13,5,0,9867,208,4.287017330495591,13.942307692307693,314,1.5923566878980893,98.40764331210191
Grant,2020-07-17,18086,0.40915625345571166,9.189428287072875,2.7645692801061594,12.164104832467103,22,74,5,1588,52,1,0,0,1662,55,4.452466907340553,9.090909090909092,52,0,100
Greene,2020-07-17,44623,0.3630414808506824,10.774712592160993,0.8963987181498331,5.602491988436456,25,162,4,4646,137,2,0,0,4808,40,3.369384359400998,10,137,0,100
Hempstead,2020-07-17,22018,0.4905077663729676,9.714778817331274,3.1792170042692343,16.35025887909892,36,108,7,2031,71,3,1,0,2139,52,5.049088359046284,13.461538461538462,72,1.3888888888888888,98.61111111111111
Hot Spring,2020-07-17,33520,3.9946300715990453,16.700477326968972,8.651551312649165,222.25536992840097,745,1339,29,4259,592,3,2,0,5598,154,23.919256877456235,18.83116883116883,594,0.33670033670033667,99.66329966329967
Howard,2020-07-17,13389,1.2024796474718051,14.422286951975503,2.2406453058480844,29.128388976025093,39,161,3,1770,121,0,1,0,1931,22,8.33764888658726,13.636363636363635,122,0.819672131147541,99.18032786885246
Independence,2020-07-17,37264,0.26030485186775443,9.499785315586088,1.07342206955775,8.587376556462,32,97,4,3443,65,2,0,0,3540,22,2.7401129943502824,18.181818181818183,65,0,100
Izard,2020-07-17,13559,0.20650490449148168,8.51095213511321,1.4750350320820118,3.68758758020503,5,28,2,1126,22,0,1,0,1154,17,2.4263431542461005,11.76470588235294,23,4.3478260869565215,95.65217391304348
Jackson,2020-07-17,17225,0.24963715529753264,8.865021770682148,0,5.2249637155297535,9,43,0,1484,34,0,0,0,1527,24,2.8159790438768826,0,34,0,100
Jefferson,2020-07-17,70424,1.3489719413836192,14.66119504714302,1.8459616039986366,26.269453595365217,185,950,13,9375,735,12,30,1,10325,113,9.200968523002421,11.504424778761061,765,3.9215686274509802,96.07843137254902
Johnson,2020-07-17,26291,1.791487581301586,8.611311855768133,6.085732760260165,41.83941272678864,110,471,16,1793,361,16,0,0,2264,79,20.803886925795055,20.253164556962027,361,0,100
Lafayette,2020-07-17,6915,0.49168474331164136,6.68112798264642,2.8922631959508314,14.461315979754158,10,34,2,428,22,0,2,0,462,16,7.35930735930736,12.5,24,8.333333333333332,91.66666666666666
Lawrence,2020-07-17,16669,0.7738916551682765,11.860339552462655,3.599496070550123,15.597816305717199,26,129,6,1848,94,2,9,0,1977,27,6.525037936267071,22.22222222222222,103,8.737864077669903,91.2621359223301
Lee,2020-07-17,9398,9.097680357522878,35.13513513513514,1.0640561821664185,69.1636518408172,65,855,1,2447,784,34,6,1,3302,28,25.89339794064204,3.571428571428571,790,0.7594936708860759,99.24050632911391
Lincoln,2020-07-17,13695,8.141657539247902,23.57064622124863,7.301935012778387,62.06644760861628,85,1115,10,2113,1019,2,11,0,3228,35,34.54151177199504,28.57142857142857,1030,1.0679611650485437,98.93203883495146
Little River,2020-07-17,12417,0.4671015543206894,8.061528549569138,2.4160425223483935,9.664170089393574,12,58,3,943,45,2,1,0,1001,11,5.794205794205794,27.27272727272727,46,2.1739130434782608,97.82608695652173
Logan,2020-07-17,21757,0.4596221905593602,11.770924300225214,1.3788665716780806,16.546398860136968,36,100,3,2461,64,2,0,0,2561,39,3.904724716907458,7.6923076923076925,64,0,100
Lonoke,2020-07-17,72206,0.3323823504971886,8.337257291637815,0.8309558762429715,7.894080824308229,57,240,6,5780,181,4,2,0,6020,112,3.9867109634551494,5.357142857142857,183,1.092896174863388,98.90710382513662
Madison,2020-07-17,16078,1.4056474685906208,14.180868267197413,0,9.329518596840403,15,226,0,2054,210,4,1,0,2280,12,9.912280701754387,0,211,0.47393364928909953,99.52606635071089
Marion,2020-07-17,16438,0.08516851198442633,6.61272660907653,0,1.2166930283489474,2,14,0,1073,12,1,0,0,1087,8,1.2879484820607177,0,12,0,100
Miller,2020-07-17,43759,0.7404191137823077,7.2305125802692025,4.570488356680912,38.84915103178775,170,324,20,2840,152,4,2,0,3164,75,10.240202275600506,26.666666666666668,154,1.2987012987012987,98.7012987012987
Mississippi,2020-07-17,42831,0.8895426209988092,11.56872358805538,1.4008545212579673,24.981905629100417,107,381,6,4574,270,10,4,0,4955,49,7.689202825428859,12.244897959183673,274,1.4598540145985401,98.54014598540147
Monroe,2020-07-17,7249,0.400055180024831,13.312180990481446,0,9.656504345426955,7,29,0,936,22,3,0,0,965,35,3.005181347150259,0,22,0,100
Montgomery,2020-07-17,8993,0.13343711775825642,8.150783943066829,0,5.559879906594017,5,12,0,721,7,0,0,0,733,10,1.6371077762619373,0,7,0,100
Nevada,2020-07-17,8440,1.3744075829383886,17.156398104265403,2.3696682464454977,28.43601895734597,24,116,2,1332,86,-1,6,3,1448,33,8.011049723756907,6.0606060606060606,92,6.521739130434782,93.47826086956522
Newton,2020-07-17,7848,0.1656472986748216,7.696228338430173,0,6.371049949031601,5,13,0,591,8,0,0,0,604,8,2.152317880794702,0,8,0,100
Ouachita,2020-07-17,24106,0.17008213722724633,9.192732099892142,1.2445034431261925,4.1483448104206415,10,41,3,2175,30,3,1,1,2216,41,1.8501805054151623,7.317073170731707,31,3.225806451612903,96.7741935483871
Perry,2020-07-17,10322,0.36814570819608605,10.995931021119938,0.96880449525285794,6.781631466770006,7,38,1,1097,31,0,0,0,1135,13,3.3480176211453743,7.6923076923076925,31,0,100
Phillips,2020-07-17,19034,1.0139749921193655,16.092255963013553,0,19.438898812651047,37,193,0,2870,150,0,6,0,3063,17,6.301012079660463,0,156,3.8461538461538463,96.15384615384616
Pike,2020-07-17,10808,0.24981495188749073,19.957438934122873,0,11.102886750555143,12,27,0,2130,15,0,0,0,2157,42,1.2517385257301807,0,15,0,100
Poinsett,2020-07-17,24054,0.34505695518416896,8.376985116820487,0.41573127130622767,7.06743161220587,17,83,1,1932,63,3,3,0,2015,21,4.11910669975186,4.761904761904762,66,4.545454545454546,95.45454545454545
Polk,2020-07-17,20163,0.4860387839111243,9.17522194117939,0,6.943411198730348,14,98,0,1752,84,2,0,0,1850,20,5.297297297297297,0,84,0,100
Pope,2020-07-17,63644,1.258563258123311,12.043554773427187,5.02796807240274,28.12519640500283,179,801,32,6864,618,20,4,0,7665,140,10.450097847358121,22.857142857142858,622,0.6430868167202572,99.35691318327974
Prairie,2020-07-17,8244,0.4852013585638039,9.388646288209607,1.21300339640951,16.98204754973314,14,40,1,734,26,1,0,0,774,17,5.167958656330749,5.88235294117647,26,0,100
Pulaski,2020-07-17,393463,0.8887748022050357,12.537646487725656,1.8299052261584954,23.28046093279419,916,3497,72,45834,2512,61,69,2,49331,886,7.088848796902557,8.126410835214447,2581,2.673382409918636,97.32661759008137
Randolph,2020-07-17,17603,0.5226381866727262,13.213656763051754,2.840424927569164,16.474464579901152,29,92,5,2234,61,7,2,0,2326,41,3.9552880481513326,12.195121951219512,63,3.1746031746031744,96.82539682539682
Saline,2020-07-17,118009,0.4787770424289673,9.972120770449711,2.118482488623749,12.541416332652595,148,565,25,11203,414,16,3,0,11768,235,4.801155676410605,10.638297872340425,417,0.7194244604316548,99.28057553956835
Scott,2020-07-17,10442,0.1723807699674392,6.856923960927025,0,3.830683777054204,4,18,0,698,14,1,0,0,716,27,2.5139664804469275,0,14,0,100
Searcy,2020-07-17,7923,0.2271866717152594,11.6874921115739,0,5.048592704783542,4,18,0,908,14,0,0,0,926,2,1.9438444924406046,0,14,0,100
Sebastian,2020-07-17,127461,0.8222122845419384,12.277480954958772,1.80447352523517,27.851656585151535,355,1048,23,14601,684,21,9,1,15649,307,6.6969135408013285,7.491856677524431,693,1.2987012987012987,98.7012987012987
Sevier,2020-07-17,17193,4.897341941487815,27.150584540219857,7.561216774268598,35.47955563310649,61,842,13,3826,772,4,9,0,4668,57,18.03770351328192,22.807017543859647,781,1.1523687580025608,98.84763124199743
Sharp,2020-07-17,17043,0.45179839230182484,8.009153318077804,1.1735023176670774,11.148272017837234,19,77,2,1288,53,0,5,0,1365,16,5.641025641025641,12.5,58,8.620689655172415,91.37931034482759
St. Francis,2020-07-17,26294,3.567353768920666,21.396516315509242,2.6622043051646767,17.11417053320149,45,938,7,4688,890,4,3,0,5626,45,16.672591539281907,15.555555555555555,893,0.33594624860022393,99.66405375139978
Stone,2020-07-17,12446,0.19283303872730195,11.24055921581231,0,3.213883978788366,4,24,0,1375,19,1,1,0,1399,13,1.7155110793423873,0,20,5,95
Union,2020-07-17,39732,0.7349239907379442,9.428168730494312,1.2584314909896304,9.06070673512534,36,292,5,3454,242,3,14,0,3746,54,7.794981313400962,9.25925925925926,256,5.46875,94.53125
Van Buren,2020-07-17,16684,0.22176935986573965,7.737952529369456,0,0.5993766482857827,1,37,0,1254,34,0,2,0,1291,25,2.865995352439969,0,36,5.555555555555555,94.44444444444444
Washington,2020-07-17,228529,2.1498365634120833,9.853891628633566,2.319180497879919,27.873924097160536,637,4913,53,17606,4239,98,37,0,22519,411,21.817132199475996,12.895377128953772,4276,0.8652946679139382,99.13470533208606
White,2020-07-17,78804,0.21191817674229735,6.323283082077053,0.2537942236434699,6.217958479265012,49,167,2,4816,116,3,2,0,4983,77,3.351394742123219,2.5974025974025974,118,1.694915254237288,98.30508474576271
Woodruff,2020-07-17,6660,0.24024024024024024,13.093093093093094,0,9.00900900900901,6,16,0,856,10,1,0,0,872,23,1.834862385321101,0,10,0,100
Yell,2020-07-17,21757,4.15958082456221,16.927885278301236,1.8384887622374408,86.86859401571908,189,905,4,2778,705,9,11,1,3683,41,24.572359489546567,9.75609756097561,716,1.536312849162011,98.46368715083798
Arkansas,2020-07-16,18124,0.5407194879717502,10.466784374310306,13.79386448907526,31.450011035091592,57,98,25,1799,41,5,0,0,1897,88,5.166051660516605,28.40909090909091,41,0,100
Ashley,2020-07-16,20537,0.5697034620441155,9.57296586648488,1.4607781078054245,13.63392900618396,28,117,3,1849,86,4,3,0,1966,52,5.95116988809766,5.769230769230769,89,3.3707865168539324,96.62921348314607
Baxter,2020-07-16,41219,0.08248623207744002,6.577063975351173,0,1.2130328246682354,5,34,0,2677,29,1,0,0,2711,29,1.2541497602360752,0,29,0,100
Benton,2020-07-16,258980,1.4136226735655262,17.224109969881845,2.432620279558267,18.263958606842227,473,3661,63,40946,3165,57,23,0,44607,470,8.207232048781583,13.404255319148936,3188,0.7214554579673776,99.27854454203262
Boone,2020-07-16,37288,0.18772795537438317,8.158120574983908,1.072731173567904,8.04548380175928,30,70,4,2972,39,6,1,0,3042,43,2.3011176857330704,9.30232558139535,40,2.5,97.5
Bradley,2020-07-16,10948,0.794665692363902,12.89733284618195,1.8268176835951773,25.575447570332482,28,87,2,1325,57,3,2,0,1412,15,6.161473087818696,13.333333333333334,59,3.389830508474576,96.61016949152543
Calhoun,2020-07-16,5202,0.09611687812379854,8.054594386774317,1.9223375624759709,3.8446751249519417,2,5,1,414,3,1,0,0,419,10,1.1933174224343674,10,3,0,100
Carroll,2020-07-16,27887,0.9000609603040842,12.554236741133861,4.303080288306379,17.57091117725105,49,251,12,3250,196,8,6,0,3501,28,7.169380177092259,42.857142857142854,202,2.9702970297029703,97.02970297029702
Chicot,2020-07-16,10826,2.2630703861075188,17.670423055606875,14.779235174579716,75.74358026972104,82,245,16,1668,160,1,3,0,1913,57,12.807109252483013,28.07017543859649,163,1.8404907975460123,98.15950920245399
Clark,2020-07-16,22385,0.3707840071476435,9.79227161045343,1.3401831583649766,7.147643511279875,16,83,3,2109,67,2,0,0,2192,50,3.786496350364964,6,67,0,100
Clay,2020-07-16,15061,0.5710112210344598,12.602084854923312,1.3279330721731626,10.6234645773853,16,86,2,1812,67,2,3,0,1898,38,4.531085353003162,5.263157894736842,70,4.285714285714286,95.71428571428572
Cleburne,2020-07-16,25230,0.5866032500990883,10.515259611573525,3.9635354736424895,12.286959968291717,31,148,10,2505,113,6,4,0,2653,90,5.578590275160196,11.11111111111111,117,3.418803418803419,96.58119658119658
Cleveland,2020-07-16,8226,0.48626306831996113,11.208363724775102,1.2156576707999027,9.725261366399222,8,40,1,882,32,2,0,0,922,26,4.3383947939262475,3.8461538461538463,32,0,100
Columbia,2020-07-16,23892,0.4980746693453875,7.638540097103633,2.092750711535242,11.300853842290307,27,119,5,1706,87,1,5,0,1825,30,6.520547945205479,16.666666666666664,92,5.434782608695652,94.56521739130434
Conway,2020-07-16,20906,0.4974648426289104,10.174112694920119,0.4783315794508753,12.914952645173635,27,104,1,2023,74,3,3,0,2127,66,4.889515749882464,1.5151515151515151,77,3.896103896103896,96.1038961038961
Craighead,2020-07-16,105701,0.6149421481348332,12.563741118816282,2.270555623882461,11.92041702538292,126,650,24,12630,517,13,7,0,13280,237,4.894578313253012,10.126582278481013,524,1.3358778625954197,98.66412213740458
Crawford,2020-07-16,62472,0.49622230759380204,9.474644640799077,2.2410039697784607,13.76616724292483,86,310,14,5609,221,10,3,0,5919,105,5.237371177563778,13.333333333333334,224,1.3392857142857142,98.66071428571429
Crittenden,2020-07-16,49013,1.8484891763409708,15.271458592618284,2.6523575377960946,21.218860302368757,104,906,13,6579,788,15,14,0,7485,67,12.104208416833668,19.402985074626866,802,1.7456359102244388,98.25436408977556
Cross,2020-07-16,16998,0.6294858218613955,10.236498411577832,2.3532180256500763,11.766090128250383,20,107,4,1633,86,0,1,0,1740,33,6.149425287356322,12.121212121212121,87,1.1494252873563218,98.85057471264368
Dallas,2020-07-16,7432,0.2691065662002153,8.557588805166846,8.073196986006458,12.109795479009687,9,20,6,616,11,0,0,0,636,25,3.1446540880503147,24,11,0,100
Desha,2020-07-16,11887,0.748717085892151,11.558845797930513,2.5237654580634308,24.396399427946495,29,89,3,1285,59,2,1,0,1374,48,6.477438136826782,6.25,60,1.6666666666666667,98.33333333333333
Drew,2020-07-16,18502,0.5512917522430008,11.771700356718192,2.1619284401686305,15.133499081180412,28,102,4,2076,72,2,2,0,2178,64,4.683195592286501,6.25,74,2.7027027027027026,97.2972972972973
Faulkner,2020-07-16,122416,0.7000718860279702,10.872761730492746,2.205594039994772,19.115148346621357,234,857,27,12453,619,19,4,0,13310,228,6.438767843726521,11.842105263157894,623,0.6420545746388443,99.35794542536117
Franklin,2020-07-16,17780,0.19685039370078738,9.791901012373454,0.562429696287964,2.81214848143982,5,35,1,1706,29,3,1,0,1741,18,2.010338885697875,5.555555555555555,30,3.3333333333333335,96.66666666666667
Fulton,2020-07-16,12139,0.14828239558447978,8.888705824202981,0,1.6475821731608864,2,18,0,1061,16,0,0,0,1079,10,1.6682113067655238,0,16,0,100
Garland,2020-07-16,98298,0.4008219902744715,9.826242649901321,2.848481149158681,9.461026673991332,93,394,28,9265,296,4,5,0,9659,297,4.079097215032612,9.427609427609427,301,1.6611295681063125,98.33887043189368
Grant,2020-07-16,18086,0.38151056065465,8.885325666261197,2.7645692801061594,9.952449408382174,18,69,5,1538,51,1,0,0,1607,48,4.293714996888612,10.416666666666668,51,0,100
Greene,2020-07-16,44623,0.35407749366918406,10.68507272034601,0.44819935907491654,5.1542926293615405,23,158,2,4610,135,2,0,0,4768,70,3.313758389261745,2.857142857142857,135,0,100
Hempstead,2020-07-16,22018,0.45871559633027525,9.478608411299845,2.2708692887637385,14.533563448087929,32,101,5,1986,68,7,1,0,2087,23,4.839482510781026,21.73913043478261,69,1.4492753623188406,98.55072463768117
Hot Spring,2020-07-16,33520,3.908114558472554,16.241050119331742,2.983293556085919,214.49880668257757,719,1310,10,4134,589,81,2,1,5444,46,24.063188831741368,21.73913043478261,591,0.338409475465313,99.66159052453469
Howard,2020-07-16,13389,1.1800731944133245,14.257972962879975,0.7468817686160281,26.88774367017701,36,158,1,1751,121,3,1,0,1909,19,8.27658459926663,5.263157894736842,122,0.819672131147541,99.18032786885246
Independence,2020-07-16,37264,0.2495706311721769,9.440747101760412,2.683555173894375,8.050665521683126,30,93,10,3425,63,1,0,0,3518,56,2.6435474701534964,17.857142857142858,63,0,100
Izard,2020-07-16,13559,0.19175455417066153,8.38557415738624,0,2.212552548123018,3,26,0,1111,22,0,1,0,1137,12,2.2867194371152153,0,23,4.3478260869565215,95.65217391304348
Jackson,2020-07-16,17225,0.24963715529753264,8.725689404934688,0,5.2249637155297535,9,43,0,1460,34,3,0,0,1503,23,2.860944777112442,0,34,0,100
Jefferson,2020-07-16,70424,1.3305123253436328,14.500738384641599,2.8399409292286717,26.269453595365217,185,937,20,9275,723,14,29,0,10212,550,9.17547982765374,3.6363636363636362,752,3.856382978723404,96.1436170212766
