county_nam,mydate,deaths,fhwa_numbe,fips,positive,negative,recoveries,total_tests,active_cases,pop_5yr_est_2018,confirmed_pos,probable_pos,confirmed_neg,probable_neg,confirmed_recov,probable_recov,confirmed_death,probable_death,confirmed_active,probable_active,pcr_test,antigen_test,pcr_pos_test,pcr_neg_test,antigen_pos_test,antigen_neg_test,total_pos_test,total_neg_test,New_Cases_Today,Recovered_Since_Yesterday,New_Deaths_Today,New_Tests_Dashboard
VanBuren,11/3/20,3,141,141,217,5858,201,6084,13,16684,206,11,5543,315,193,8,3,0,10,3,5749,335,206,5543,20,315,226,5858,2,1,0,32
Washington,11/3/20,155,143,143,11995,102560,11193,114665,646,228529,10753,1242,96562,5998,10128,1065,137,18,488,158,107315,7350,10753,96562,1352,5998,12105,102560,83,64,1,630
White,11/3/20,35,145,145,1677,23717,1376,25436,266,78804,1406,271,21365,2352,1160,216,30,5,216,50,22771,2665,1406,21365,313,2352,1719,23717,26,20,1,137
Woodruff,11/3/20,0,147,147,144,2433,108,2581,36,6660,124,20,2355,78,96,12,0,0,28,8,2479,102,124,2355,24,78,148,2433,1,4,0,7
Yell,11/3/20,32,149,149,1372,13951,1310,15322,30,21573,1353,19,13741,210,1298,12,29,3,26,4,15094,228,1353,13741,18,210,1371,13951,0,4,0,22
Arkansas_all_counties,11/2/20,1985,5630,5630,113641,1311380,101507,1426271,10135,2990671,104703,8938,1258726,52654,94664,6843,1817,168,8209,1926,1363429,62842,104703,1258726,10188,52654,114891,1311380,584,841,27,8432
Arkansas_county,11/2/20,19,1,1,728,9425,614,10185,95,18124,629,99,7871,1554,539,75,19,0,71,24,8500,1685,629,7871,131,1554,760,9425,2,3,2,43
Ashley,11/2/20,11,3,3,576,6763,506,7345,59,20537,548,28,6545,218,482,24,11,0,55,4,7093,252,548,6545,34,218,582,6763,3,5,0,91
Baxter,11/2/20,11,5,5,785,7066,637,7855,137,41219,647,138,6451,615,525,112,11,0,111,26,7098,757,647,6451,142,615,789,7066,9,13,0,50
Benton,11/2/20,127,7,7,8651,92031,7845,100765,678,258980,7863,788,89659,2372,7260,585,110,17,492,186,97522,3243,7863,89659,871,2372,8734,92031,32,46,2,1002
Boone,11/2/20,37,9,9,1104,15027,964,16146,103,37288,981,123,14794,233,862,102,35,2,84,19,15775,371,981,14794,138,233,1119,15027,5,11,1,122
Bradley,11/2/20,8,11,11,374,4720,355,5095,11,10948,365,9,4078,642,348,7,7,1,10,1,4443,652,365,4078,10,642,375,4720,1,1,0,168
Calhoun,11/2/20,0,13,13,60,2019,51,2080,9,5202,55,5,1975,44,48,3,0,0,7,2,2030,50,55,1975,6,44,61,2019,1,1,0,13
Carroll,11/2/20,19,15,15,1051,9347,961,10407,71,27887,1007,44,9244,103,922,39,19,0,66,5,10251,156,1007,9244,53,103,1060,9347,2,11,0,106
Chicot,11/2/20,23,17,17,1057,6040,1018,7101,16,10826,1040,17,5788,252,1004,14,22,1,14,2,6828,273,1040,5788,21,252,1061,6040,1,1,0,25
Clark,11/2/20,5,19,19,533,9485,485,10032,43,22385,473,60,8655,830,443,42,5,0,25,18,9128,904,473,8655,74,830,547,9485,3,2,0,30
Clay,11/2/20,14,21,21,519,6688,451,7211,53,15061,467,52,5817,871,419,32,12,2,35,18,6284,927,467,5817,56,871,523,6688,2,3,1,55
Cleburne,11/2/20,16,23,23,502,9258,447,9765,39,25230,445,57,8561,697,402,45,16,0,27,12,9006,759,445,8561,62,697,507,9258,2,3,0,40
Cleveland,11/2/20,13,25,25,259,3872,211,4136,35,8226,234,25,3736,136,196,15,12,1,26,9,3970,166,234,3736,30,136,264,3872,2,3,0,26
Columbia,11/2/20,22,27,27,760,7384,665,8164,73,23892,638,122,6838,546,575,90,22,0,41,32,7476,688,638,6838,142,546,780,7384,3,8,1,70
Conway,11/2/20,4,29,29,361,8475,336,8836,21,20906,338,23,8143,332,316,20,4,0,18,3,8481,355,338,8143,23,332,361,8475,0,4,0,33
Craighead,11/2/20,50,31,31,4972,49961,4310,55010,611,105701,4668,304,47200,2761,4089,221,46,4,532,79,51868,3142,4668,47200,381,2761,5049,49961,34,62,2,461
Crawford,11/2/20,30,33,33,2204,29336,1938,31543,236,62472,2081,123,28912,424,1845,93,28,2,208,28,30993,550,2081,28912,126,424,2207,29336,15,13,0,339
Crittenden,11/2/20,53,35,35,2543,17468,2262,20012,227,49013,2454,89,17260,208,2210,52,46,7,197,30,19714,298,2454,17260,90,208,2544,17468,11,30,0,142
Cross,11/2/20,22,37,37,628,6670,548,7298,58,16998,557,71,6451,219,499,49,20,2,38,20,7008,290,557,6451,71,219,628,6670,12,8,0,54
Dallas,11/2/20,6,39,39,188,2814,180,3002,2,7432,185,3,2744,70,178,2,6,0,1,1,2929,73,185,2744,3,70,188,2814,0,0,0,14
Desha,11/2/20,7,41,41,433,5152,374,5592,52,11887,403,30,4946,206,359,15,7,0,37,15,5349,243,403,4946,37,206,440,5152,2,2,0,37
Drew,11/2/20,7,43,43,443,7812,413,8260,23,18502,417,26,7118,694,392,21,6,1,19,4,7535,725,417,7118,31,694,448,7812,3,8,0,104
Faulkner,11/2/20,41,45,45,3554,52371,3264,55968,249,122416,3277,277,49800,2571,3060,204,35,6,182,67,53077,2891,3277,49800,320,2571,3597,52371,11,16,2,286
Franklin,11/2/20,2,47,47,580,9103,495,9700,83,17780,527,53,8906,197,461,34,2,0,64,19,9433,267,527,8906,70,197,597,9103,5,11,0,100
Fulton,11/2/20,10,49,49,350,2781,296,3142,44,12139,300,50,2425,356,254,42,8,2,38,6,2725,417,300,2425,61,356,361,2781,2,4,0,26
Garland,11/2/20,73,51,51,2660,41445,2294,44125,293,98296,2536,124,40364,1081,2216,78,68,5,252,41,42900,1225,2536,40364,144,1081,2680,41445,15,18,3,313
Grant,11/2/20,4,53,53,383,7094,350,7484,29,18086,350,33,6615,479,319,31,4,0,27,2,6965,519,350,6615,40,479,390,7094,1,6,0,35
Greene,11/2/20,20,55,55,1681,20326,1377,22036,284,44623,1481,200,19113,1213,1270,107,19,1,192,92,20594,1442,1481,19113,229,1213,1710,20326,15,28,0,193
Hempstead,11/2/20,5,57,57,599,6976,529,7590,65,22018,534,65,6763,213,481,48,5,0,48,17,7297,293,534,6763,80,213,614,6976,6,6,0,88
HotSpring,11/2/20,37,59,59,2300,18473,2099,20782,164,33520,2267,33,17870,603,2077,22,35,2,155,9,20137,645,2267,17870,42,603,2309,18473,3,7,0,92
Howard,11/2/20,14,61,61,625,4575,559,5207,52,13389,558,67,4235,340,506,53,14,0,38,14,4793,414,558,4235,74,340,632,4575,0,5,0,23
Independence,11/2/20,60,63,63,1530,15352,1407,16898,63,37264,1257,273,14899,453,1163,244,54,6,40,23,16156,742,1257,14899,289,453,1546,15352,2,11,2,316
Izard,11/2/20,2,65,65,679,5930,432,6619,245,13559,632,47,5473,457,395,37,2,0,235,10,6105,514,632,5473,57,457,689,5930,6,2,0,101
Jackson,11/2/20,6,67,67,920,10037,637,10999,277,17225,708,212,9949,88,465,172,5,1,238,39,10657,342,708,9949,254,88,962,10037,13,2,0,173
Jefferson,11/2/20,102,69,69,4312,41461,3949,45852,259,70424,4173,139,40717,744,3850,99,97,5,224,35,44890,962,4173,40717,218,744,4391,41461,10,23,0,234
Johnson,11/2/20,8,71,71,1064,10574,988,11645,68,26291,1019,45,10317,257,958,30,8,0,53,15,11336,309,1019,10317,52,257,1071,10574,1,8,0,57
Lafayette,11/2/20,3,73,73,204,1527,166,1735,35,6915,176,28,1484,43,148,18,3,0,25,10,1660,75,176,1484,32,43,208,1527,3,5,0,14
Lawrence,11/2/20,22,75,75,893,6410,766,7314,105,16669,793,100,6201,209,684,82,22,0,87,18,6994,320,793,6201,111,209,904,6410,9,12,1,125
Lee,11/2/20,18,77,77,1114,5112,1087,6229,9,9398,1107,7,5066,46,1083,4,17,1,7,2,6173,56,1107,5066,10,46,1117,5112,1,0,0,12
Lincoln,11/2/20,18,79,79,2338,9600,2207,11947,113,13695,2313,25,9468,132,2187,20,17,1,109,4,11781,166,2313,9468,34,132,2347,9600,1,3,0,98
LittleRiver,11/2/20,37,81,81,490,2407,417,2893,36,12417,441,49,2318,89,384,33,32,5,25,11,2759,134,441,2318,45,89,486,2407,1,4,0,15
Logan,11/2/20,5,83,83,616,10327,577,10951,34,21757,594,22,9804,523,561,16,5,0,28,6,10398,553,594,9804,30,523,624,10327,-1,5,0,53
Lonoke,11/2/20,34,85,85,1887,29180,1634,31157,219,72206,1536,351,25826,3354,1350,284,32,2,154,65,27362,3795,1536,25826,441,3354,1977,29180,10,29,1,162
Madison,11/2/20,6,87,87,445,5566,417,6014,22,16076,414,31,5384,182,387,30,6,0,21,1,5798,216,414,5384,34,182,448,5566,1,1,0,46
Marion,11/2/20,2,89,89,180,3723,147,3907,31,16438,159,21,3466,257,135,12,1,1,23,8,3625,282,159,3466,25,257,184,3723,0,3,0,60
Miller,11/2/20,21,91,91,1637,8842,1363,10504,253,43759,1337,300,8610,232,1131,232,16,5,190,63,9947,557,1337,8610,325,232,1662,8842,24,38,0,85
MissingCountyInfo,11/2/20,0,5,5,1675,64707,1254,66395,421,NA,1434,241,64700,7,1088,166,0,0,346,75,66134,261,1434,64700,254,7,1688,64707,35,21,0,-2326
Mississippi,11/2/20,69,93,93,2422,14952,2117,17366,235,42831,2298,124,14622,330,2034,83,56,13,207,28,16920,446,2298,14622,116,330,2414,14952,10,27,0,124
Monroe,11/2/20,2,95,95,235,3187,203,3425,30,7249,221,14,3114,73,193,10,2,0,26,4,3335,90,221,3114,17,73,238,3187,5,1,0,27
Montgomery,11/2/20,8,97,97,188,3005,176,3192,4,8993,185,3,2702,303,173,3,8,0,4,0,2887,305,185,2702,2,303,187,3005,0,0,0,5
Nevada,11/2/20,14,99,99,339,4771,283,5109,42,8440,308,31,4652,119,261,22,13,1,34,8,4960,149,308,4652,30,119,338,4771,4,8,0,77
Newton,11/2/20,21,101,101,324,2604,277,2922,26,7848,298,26,2180,424,258,19,18,3,22,4,2478,444,298,2180,20,424,318,2604,0,1,1,60
Ouachita,11/2/20,9,103,103,404,7685,344,8101,50,24106,383,21,7440,245,326,18,9,0,47,3,7823,278,383,7440,33,245,416,7685,3,2,0,84
Perry,11/2/20,2,105,105,154,4716,132,4874,20,10322,142,12,4552,164,125,7,2,0,15,5,4694,180,142,4552,16,164,158,4716,2,2,0,33
Phillips,11/2/20,16,107,107,786,8972,703,9771,67,19034,763,23,8820,152,687,16,16,0,60,7,9583,188,763,8820,36,152,799,8972,5,1,0,53
Pike,11/2/20,1,109,109,277,2959,260,3234,16,10808,264,13,2791,168,251,9,0,1,13,3,3055,179,264,2791,11,168,275,2959,1,0,0,10
Poinsett,11/2/20,24,111,111,1210,12252,961,13482,225,24054,1123,87,11990,262,900,61,22,2,201,24,13113,369,1123,11990,107,262,1230,12252,7,9,1,160
Polk,11/2/20,5,113,113,378,5824,347,6206,26,20163,365,13,5717,107,339,8,5,0,21,5,6082,124,365,5717,17,107,382,5824,4,3,0,29
Pope,11/2/20,37,115,115,2840,30998,2630,33844,173,63644,2664,176,30233,765,2501,129,33,4,130,43,32897,947,2664,30233,182,765,2846,30998,5,14,0,238
Prairie,11/2/20,5,117,117,251,3197,194,3460,52,8244,214,37,2866,331,179,15,5,0,30,22,3080,380,214,2866,49,331,263,3197,3,3,1,30
Pulaski,11/2/20,221,119,119,12518,179657,11369,192320,926,393463,11828,690,173539,6118,10808,561,207,14,811,115,185367,6953,11828,173539,835,6118,12663,179657,51,82,1,1164
Randolph,11/2/20,26,121,121,695,7141,607,7851,62,17603,545,150,6625,516,489,118,20,6,36,26,7170,681,545,6625,165,516,710,7141,2,9,0,45
Saline,11/2/20,34,125,125,3083,43085,2746,46222,302,118009,2781,302,40360,2725,2527,219,32,2,221,81,43141,3081,2781,40360,356,2725,3137,43085,27,26,0,487
Scott,11/2/20,2,127,127,233,4531,190,4764,41,10442,212,21,4454,77,180,10,2,0,30,11,4666,98,212,4454,21,77,233,4531,0,6,0,22
Searcy,11/2/20,1,129,129,214,3261,184,3474,29,7923,198,16,3080,181,174,10,1,0,23,6,3278,196,198,3080,15,181,213,3261,2,0,0,15
Sebastian,11/2/20,101,131,131,5133,65249,4633,70398,397,127461,4882,251,64572,677,4451,182,94,7,335,62,69454,944,4882,64572,267,677,5149,65249,29,32,2,852
Sevier,11/2/20,16,133,133,1417,7635,1319,9062,82,17193,1274,143,7192,443,1217,102,16,0,41,41,8466,596,1274,7192,153,443,1427,7635,8,9,0,37
Sharp,11/2/20,10,135,135,388,6056,323,6444,55,17043,328,60,5753,303,277,46,10,0,41,14,6081,363,328,5753,60,303,388,6056,4,7,0,41
St.Francis,11/2/20,10,123,123,1805,14665,1669,16474,126,26294,1773,32,14566,99,1651,18,10,0,112,14,16339,135,1773,14566,36,99,1809,14665,11,6,0,129
Stone,11/2/20,22,137,137,409,4368,375,4780,12,12446,393,16,4229,139,362,13,22,0,9,3,4622,158,393,4229,19,139,412,4368,0,-1,1,23
Union,11/2/20,52,139,139,1198,12095,1088,13304,58,39732,1065,133,11043,1052,973,115,46,6,46,12,12108,1196,1065,11043,144,1052,1209,12095,11,11,0,98
VanBuren,11/2/20,3,141,141,215,5828,200,6052,12,16684,205,10,5531,297,192,8,3,0,10,2,5736,316,205,5531,19,297,224,5828,0,1,0,23
Washington,11/2/20,154,143,143,11912,102013,11129,114035,628,228529,10707,1205,96182,5831,10083,1046,136,18,488,140,106889,7146,10707,96182,1315,5831,12022,102013,31,55,0,886
White,11/2/20,34,145,145,1651,23606,1356,25298,261,78804,1390,261,21291,2315,1141,215,29,5,220,41,22681,2617,1390,21291,302,2315,1692,23606,29,18,1,173
Woodruff,11/2/20,0,147,147,143,2427,104,2574,39,6660,123,20,2349,78,92,12,0,0,31,8,2472,102,123,2349,24,78,147,2427,7,1,0,34
Yell,11/2/20,32,149,149,1372,13929,1306,15300,34,21573,1353,19,13722,207,1294,12,29,3,30,4,15075,225,1353,13722,18,207,1371,13929,4,2,1,67
Arkansas_all_counties,11/1/20,1958,5630,5630,113057,1303532,100666,1417792,10420,2990671,104239,8818,1251780,51752,94032,6634,1791,167,8404,2016,1356019,61773,104239,1251780,10021,51752,114260,1303532,867,599,33,9530
Arkansas_county,11/1/20,17,1,1,726,9384,611,10142,98,18124,628,98,7843,1541,537,74,17,0,74,24,8471,1671,628,7843,130,1541,758,9384,17,4,1,111
Ashley,11/1/20,11,3,3,573,6675,501,7252,61,20537,544,29,6460,215,478,23,11,0,55,6,7004,248,544,6460,33,215,577,6675,10,7,0,26
Baxter,11/1/20,11,5,5,776,7025,624,7805,141,41219,638,138,6412,613,515,109,11,0,112,29,7050,755,638,6412,142,613,780,7025,27,13,0,47
Benton,11/1/20,125,7,7,8619,91061,7799,99762,694,258980,7836,783,88716,2345,7221,578,108,17,506,188,96552,3210,7836,88716,865,2345,8701,91061,110,58,2,330
Boone,11/1/20,36,9,9,1099,14910,953,16024,110,37288,977,122,14682,228,852,101,34,2,91,19,15659,365,977,14682,137,228,1114,14910,11,6,1,164
Bradley,11/1/20,8,11,11,373,4553,354,4927,11,10948,364,9,4071,482,347,7,7,1,10,1,4435,492,364,4071,10,482,374,4553,0,1,0,14
Calhoun,11/1/20,0,13,13,59,2007,50,2067,9,5202,54,5,1964,43,47,3,0,0,7,2,2018,49,54,1964,6,43,60,2007,2,2,0,11
Carroll,11/1/20,19,15,15,1049,9243,950,10301,80,27887,1005,44,9141,102,912,38,19,0,74,6,10146,155,1005,9141,53,102,1058,9243,10,8,2,30
Chicot,11/1/20,23,17,17,1056,6016,1017,7076,16,10826,1039,17,5769,247,1003,14,22,1,14,2,6808,268,1039,5769,21,247,1060,6016,1,2,0,8
Clark,11/1/20,5,19,19,530,9458,483,10001,42,22385,470,60,8630,828,441,42,5,0,24,18,9100,901,470,8630,73,828,543,9458,10,6,0,40
Clay,11/1/20,13,21,21,517,6635,448,7156,55,15061,467,50,5767,868,416,32,11,2,39,16,6234,922,467,5767,54,868,521,6635,7,9,0,43
Cleburne,11/1/20,16,23,23,500,9220,444,9725,40,25230,443,57,8537,683,399,45,16,0,28,12,8980,745,443,8537,62,683,505,9220,25,16,1,78
Cleveland,11/1/20,13,25,25,257,3848,208,4106,36,8226,232,25,3718,130,193,15,12,1,27,9,3950,156,232,3718,26,130,258,3848,3,3,0,21
Columbia,11/1/20,21,27,27,757,7317,657,8094,79,23892,636,121,6792,525,570,87,21,0,45,34,7428,666,636,6792,141,525,777,7317,12,9,0,29
Conway,11/1/20,4,29,29,361,8442,332,8803,25,20906,338,23,8116,326,313,19,4,0,21,4,8454,349,338,8116,23,326,361,8442,2,2,1,59
Craighead,11/1/20,48,31,31,4938,49534,4248,54549,641,105701,4636,302,46787,2747,4036,212,44,4,555,86,51423,3126,4636,46787,379,2747,5015,49534,117,71,0,403
Crawford,11/1/20,30,33,33,2189,29012,1925,31205,234,62472,2072,117,28588,424,1835,90,28,2,209,25,30660,545,2072,28588,121,424,2193,29012,41,21,1,207
Crittenden,11/1/20,53,35,35,2532,17337,2232,19870,246,49013,2447,85,17133,204,2185,47,46,7,215,31,19580,290,2447,17133,86,204,2533,17337,19,8,0,49
Cross,11/1/20,22,37,37,616,6628,540,7244,54,16998,554,62,6409,219,492,48,20,2,42,12,6963,281,554,6409,62,219,616,6628,4,6,0,27
Dallas,11/1/20,6,39,39,188,2800,180,2988,2,7432,185,3,2734,66,178,2,6,0,1,1,2919,69,185,2734,3,66,188,2800,7,9,0,10
Desha,11/1/20,7,41,41,431,5117,372,5555,52,11887,402,29,4919,198,357,15,7,0,38,14,5321,234,402,4919,36,198,438,5117,7,2,0,29
Drew,11/1/20,7,43,43,440,7711,405,8156,28,18502,415,25,7066,645,385,20,6,1,24,4,7481,675,415,7066,30,645,445,7711,0,5,0,50
Faulkner,11/1/20,39,45,45,3543,52096,3248,55680,256,122416,3270,273,49593,2503,3047,201,33,6,190,66,52863,2817,3270,49593,314,2503,3584,52096,43,42,1,182
Franklin,11/1/20,2,47,47,575,9008,484,9600,89,17780,523,52,8811,197,454,30,2,0,67,22,9334,266,523,8811,69,197,592,9008,6,5,0,71
Fulton,11/1/20,10,49,49,348,2757,292,3116,46,12139,298,50,2403,354,251,41,8,2,39,7,2701,415,298,2403,61,354,359,2757,5,5,0,24
Garland,11/1/20,70,51,51,2645,41147,2276,43812,299,98296,2525,120,40080,1067,2203,73,65,5,257,42,42605,1207,2525,40080,140,1067,2665,41147,25,27,2,85
Grant,11/1/20,4,53,53,382,7060,344,7449,34,18086,349,33,6583,477,314,30,4,0,31,3,6932,517,349,6583,40,477,389,7060,3,0,0,27
Greene,11/1/20,20,55,55,1666,20148,1349,21842,297,44623,1471,195,18942,1206,1253,96,19,1,199,98,20413,1429,1471,18942,223,1206,1694,20148,38,17,0,104
Hempstead,11/1/20,5,57,57,593,6894,523,7502,65,22018,529,64,6691,203,478,45,5,0,46,19,7220,282,529,6691,79,203,608,6894,9,0,0,25
HotSpring,11/1/20,37,59,59,2297,18384,2092,20690,168,33520,2264,33,17785,599,2070,22,35,2,159,9,20049,641,2264,17785,42,599,2306,18384,22,13,0,130
Howard,11/1/20,14,61,61,625,4552,554,5184,57,13389,558,67,4224,328,503,51,14,0,41,16,4782,402,558,4224,74,328,632,4552,8,4,0,18
Independence,11/1/20,58,63,63,1528,15038,1396,16582,74,37264,1255,273,14594,444,1158,238,52,6,45,29,15849,733,1255,14594,289,444,1544,15038,35,28,1,74
Izard,11/1/20,2,65,65,673,5835,430,6518,241,13559,627,46,5381,454,394,36,2,0,231,10,6008,510,627,5381,56,454,683,5835,52,15,0,122
Jackson,11/1/20,6,67,67,907,9877,635,10826,266,17225,698,209,9796,81,465,170,5,1,228,38,10494,332,698,9796,251,81,949,9877,8,8,0,22
Jefferson,11/1/20,102,69,69,4302,41237,3926,45611,272,70424,4164,138,40497,740,3830,96,97,5,235,37,44661,950,4164,40497,210,740,4374,41237,13,38,0,104
Johnson,11/1/20,8,71,71,1063,10518,980,11588,75,26291,1018,45,10263,255,950,30,8,0,60,15,11281,307,1018,10263,52,255,1070,10518,8,13,0,216
Lafayette,11/1/20,3,73,73,201,1516,161,1720,37,6915,173,28,1475,41,144,17,3,0,26,11,1648,72,173,1475,31,41,204,1516,9,3,0,17
Lawrence,11/1/20,21,75,75,884,6294,754,7189,109,16669,786,98,6091,203,674,80,21,0,91,18,6877,312,786,6091,109,203,895,6294,11,9,1,56
Lee,11/1/20,18,77,77,1113,5101,1087,6217,8,9398,1107,6,5055,46,1083,4,17,1,7,1,6162,55,1107,5055,9,46,1116,5101,0,2,0,12
Lincoln,11/1/20,18,79,79,2337,9503,2204,11849,115,13695,2312,25,9372,131,2184,20,17,1,111,4,11684,165,2312,9372,34,131,2346,9503,2,0,0,43
LittleRiver,11/1/20,37,81,81,489,2393,413,2878,39,12417,440,49,2308,85,381,32,32,5,27,12,2748,130,440,2308,45,85,485,2393,11,10,0,12
Logan,11/1/20,5,83,83,617,10273,572,10898,40,21757,594,23,9751,522,557,15,5,0,32,8,10345,553,594,9751,31,522,625,10273,6,10,0,83
Lonoke,11/1/20,33,85,85,1877,29028,1605,30994,239,72206,1532,345,25704,3324,1331,274,31,2,170,69,27236,3758,1532,25704,434,3324,1966,29028,12,23,3,116
Madison,11/1/20,6,87,87,444,5521,416,5968,22,16076,412,32,5341,180,387,29,6,0,19,3,5753,215,412,5341,35,180,447,5521,2,5,0,18
Marion,11/1/20,2,89,89,180,3663,144,3847,34,16438,159,21,3406,257,133,11,1,1,25,9,3565,282,159,3406,25,257,184,3663,4,2,0,15
Miller,11/1/20,21,91,91,1613,8781,1325,10418,267,43759,1324,289,8551,230,1114,211,16,5,194,73,9875,543,1324,8551,313,230,1637,8781,30,22,0,84
MissingCountyInfo,11/1/20,0,5,5,1640,67068,1233,68708,407,NA,1401,239,67059,9,1080,153,0,0,321,86,68460,248,1401,67059,239,9,1640,67068,-471,-397,0,1489
Mississippi,11/1/20,69,93,93,2412,14838,2090,17243,253,42831,2289,123,14513,325,2010,80,56,13,223,30,16802,441,2289,14513,116,325,2405,14838,21,11,0,86
Monroe,11/1/20,2,95,95,230,3165,202,3395,26,7249,217,13,3096,69,192,10,2,0,23,3,3313,82,217,3096,13,69,230,3165,3,0,0,26
Montgomery,11/1/20,8,97,97,188,3000,176,3187,4,8993,185,3,2697,303,173,3,8,0,4,0,2882,305,185,2697,2,303,187,3000,2,2,0,7
Nevada,11/1/20,14,99,99,335,4698,275,5032,46,8440,304,31,4579,119,256,19,13,1,35,11,4883,149,304,4579,30,119,334,4698,4,6,0,16
Newton,11/1/20,20,101,101,324,2544,276,2862,28,7848,298,26,2161,383,258,18,17,3,23,5,2459,403,298,2161,20,383,318,2544,2,4,0,53
Ouachita,11/1/20,9,103,103,401,7604,342,8017,49,24106,380,21,7360,244,325,17,9,0,45,4,7740,277,380,7360,33,244,413,7604,6,7,0,18
Perry,11/1/20,2,105,105,152,4685,130,4841,20,10322,141,11,4527,158,124,6,2,0,15,5,4668,173,141,4527,15,158,156,4685,2,0,1,16
Phillips,11/1/20,16,107,107,781,8924,702,9718,63,19034,758,23,8776,148,685,17,16,0,57,6,9534,184,758,8776,36,148,794,8924,4,6,0,27
Pike,11/1/20,1,109,109,276,2950,260,3224,15,10808,263,13,2782,168,251,9,0,1,12,3,3045,179,263,2782,11,168,274,2950,2,3,0,8
Poinsett,11/1/20,23,111,111,1203,12099,952,13322,228,24054,1118,85,11840,259,893,59,21,2,204,24,12958,364,1118,11840,105,259,1223,12099,37,17,2,101
Polk,11/1/20,5,113,113,374,5799,344,6177,25,20163,361,13,5693,106,336,8,5,0,20,5,6054,123,361,5693,17,106,378,5799,4,2,0,20
Pope,11/1/20,37,115,115,2835,30765,2616,33606,182,63644,2661,174,30020,745,2490,126,33,4,138,44,32681,925,2661,30020,180,745,2841,30765,24,19,0,617
Prairie,11/1/20,4,117,117,248,3170,191,3428,53,8244,212,36,2845,325,177,14,4,0,31,22,3057,371,212,2845,46,325,258,3170,8,2,0,20
Pulaski,11/1/20,220,119,119,12467,178544,11287,191155,958,393463,11783,684,172480,6064,10731,556,206,14,844,114,184263,6892,11783,172480,828,6064,12611,178544,117,106,4,1790
Randolph,11/1/20,26,121,121,693,7098,598,7804,69,17603,544,149,6585,513,486,112,21,5,37,32,7129,675,544,6585,162,513,706,7098,7,6,1,42
Saline,11/1/20,34,125,125,3056,42625,2720,45733,301,118009,2755,301,39946,2679,2506,214,32,2,216,85,42701,3032,2755,39946,353,2679,3108,42625,42,42,1,226
Scott,11/1/20,2,127,127,233,4509,184,4742,47,10442,212,21,4432,77,174,10,2,0,36,11,4644,98,212,4432,21,77,233,4509,1,2,1,13
Searcy,11/1/20,1,129,129,212,3248,184,3459,27,7923,196,16,3069,179,174,10,1,0,21,6,3265,194,196,3069,15,179,211,3248,4,3,0,18
Sebastian,11/1/20,99,131,131,5104,64426,4601,69546,402,127461,4858,246,63753,673,4425,176,92,7,339,63,68611,935,4858,63753,262,673,5120,64426,59,43,3,469
Sevier,11/1/20,16,133,133,1409,7606,1310,9025,83,17193,1273,136,7179,427,1214,96,16,0,43,40,8452,573,1273,7179,146,427,1419,7606,15,10,0,26
Sharp,11/1/20,10,135,135,384,6019,316,6403,58,17043,326,58,5719,300,273,43,10,0,43,15,6045,358,326,5719,58,300,384,6019,5,5,0,26
St.Francis,11/1/20,10,123,123,1794,14547,1663,16345,121,26294,1768,26,14448,99,1645,18,10,0,113,8,16216,129,1768,14448,30,99,1798,14547,9,3,0,61
Stone,11/1/20,21,137,137,409,4345,376,4757,12,12446,393,16,4209,136,363,13,21,0,9,3,4602,155,393,4209,19,136,412,4345,1,2,0,9
Union,11/1/20,52,139,139,1187,12008,1077,13205,58,39732,1057,130,11026,982,969,108,46,6,42,16,12083,1122,1057,11026,140,982,1197,12008,26,26,2,42
VanBuren,11/1/20,3,141,141,215,5805,199,6029,13,16684,205,10,5510,295,191,8,3,0,11,2,5715,314,205,5510,19,295,224,5805,0,2,0,6
Washington,11/1/20,154,143,143,11881,101158,11074,113148,652,228529,10681,1200,95368,5790,10048,1026,136,18,497,155,106049,7099,10681,95368,1309,5790,11990,101158,77,67,1,455
White,11/1/20,33,145,145,1622,23462,1338,25124,251,78804,1364,258,21170,2292,1130,208,28,5,206,45,22534,2590,1364,21170,298,2292,1662,23462,42,21,0,202
Woodruff,11/1/20,0,147,147,136,2400,103,2539,33,6660,117,19,2322,78,91,12,0,0,26,7,2439,100,117,2322,22,78,139,2400,5,6,0,29
Yell,11/1/20,31,149,149,1368,13866,1304,15232,33,21573,1349,19,13665,201,1292,12,28,3,29,4,15014,218,1349,13665,17,201,1366,13866,5,4,0,166
Arkansas_all_counties,10/31/20,1925,5630,5630,112190,1294869,100067,1408192,10185,2990671,103482,8708,1243490,51379,93554,6513,1758,167,8158,2027,1346972,61220,103482,1243490,9841,51379,113323,1294869,1316,902,25,12562
Arkansas_county,10/31/20,16,1,1,709,9290,607,10029,86,18124,613,96,7782,1508,536,71,16,0,61,25,8395,1634,613,7782,126,1508,739,9290,9,10,0,101
